"ID","Potency","Smiles"
1118,0,"CCCCCOC(=S)S"
1122,0,"O=C(O)c1ccc([N+](=O)[O-])cc1S(=O)(=O)O"
1124,0,"NC(=O)c1cc(O)c(O)c(O)c1"
1126,0,"C1C[S+]2CC[S+]1CC2"
1128,0,"Nc1cc(Cl)c(S(=O)(=O)O)cc1Cl"
1135,0,"CC12CCC(C(Br)C1=O)C2(C)CS(=O)(=O)O"
1163,0,"CCC(C)(C(=O)O)C(=O)O"
1168,0,"CC(C)C(C(=O)O)C(=O)O"
1175,0,"CCOC(=O)C(=O)C1CCCCC1=O"
1183,0,"CCOC(=O)CNS(=O)(=O)c1ccccc1"
1185,0,"CCN(CC)C(C)(O)CN"
1231,0,"Cc1cccc2c(=O)c3ccccc3oc12"
1249,0,"CCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCO"
1339,0,"CC(C)OC(=S)SSC(=S)OC(C)C"
1347,0,"O=C(Nc1ccccc1)OCC1OCOC(COC(=O)Nc2ccccc2)C1OC(=O)Nc1ccccc1"
1356,0,"OCC1OCOC2COCOC12"
1362,0,"CC(=O)OC1C(OC(C)=O)C(OC(C)=O)C2(CO2)C(OC(C)=O)C1OC(C)=O"
1364,0,"CCN(CC)C(=O)N1CCN(C)CC1"
1386,0,"CC(=O)OC1COC(c2ccccc2)OC1C1OC(c2ccccc2)OCC1OC(C)=O"
1390,0,"Oc1ncnc2[nH]ncc12"
1543,0,"Oc1ccc(Nc2ccccc2)cc1"
1736,0,"CCCCCCCC[N+]12CN3CN(CN(C3)C1)C2"
1756,0,"CC1(O)C(O)C(O)C1(O)CO"
1757,0,"OC1COCOC1C(O)C1OCOCC1O"
1771,0,"CN(C)C(=S)SSC(=S)N(C)C"
1793,0,"O=[N+]([O-])c1ccc(/C=C\c2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1"
1895,0,"N=c1[nH][nH]c(=N)[nH]1"
1898,0,"O=S(=O)(O)CCO"
1899,0,"O=C1CSC(=S)N1"
1906,0,"S=C(S)N1CCCCC1"
1937,0,"C1SCSCS1"
1986,0,"CCC(CC)(C(=O)O)C(=O)O"
2031,0,"N#CNC(=N)N"
2035,0,"O=C1C(O)=C(CCCC2CCC3CCCCC3C2)C(=O)c2ccccc21"
2253,0,"C=C(C)CS(=O)(=O)O"
2382,0,"COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C"
2384,0,"O=C1/C(=C\c2ccccc2)CCC/C1=C/c1ccccc1"
2441,0,"O=S(=O)(O)CO"
2452,0,"CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12"
2483,0,"CCCC(O)CNCc1ccc(N(C)C)cc1"
2520,0,"N=C1NC(=O)C(c2ccccc2)S1"
2537,0,"Cc1cc(SCC(=O)c2ccccc2[N+](=O)[O-])cc(C)[o+]1"
2539,0,"CC12CCC(CC1)C(C)(C)NC(=N)S2"
2565,0,"CCSC(SCC)C(O)C(O)C(O)C(O)C(O)C(O)CO"
2575,0,"O=C(O)C(O)C(O)C(O)C(O)C(O)C(O)CO"
2619,0,"Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1"
2667,0,"ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1"
2678,0,"O=C(Nc1ccc(Cl)cc1)P(=O)(O)c1ccccc1"
2687,0,"O=S(=O)(O)CCCCBr"
2705,0,"O=S(=O)(O)CC(S(=O)(=O)O)S(=O)(=O)O"
2709,0,"O=S1(=O)CCCc2c1ccc1ccccc21"
2713,0,"CCOC(=O)C(CCCCS(=O)(=O)O)C(=O)OCC"
2726,0,"O=S1(=O)CCc2ccccc2C(Br)C1"
2738,0,"CCCCCCCCS(=O)(=O)O"
2741,0,"CCOCCCCS(=O)(=O)O"
2743,0,"CCOC(C)CCCS(=O)(=O)O"
2750,0,"O=S(=O)(O)CCCCCO"
2760,0,"O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O"
2761,0,"CC(=O)N1C(=O)C(=O)c2ccccc21"
2765,0,"O=C1NC2NC(=O)NC2N1"
2775,0,"CN(C)c1ccc(N=O)cc1"
2788,0,"O=S1(=O)CS(=O)(=O)CS(=O)(=O)C1"
2798,0,"ClC(Cl)(Cl)C1OCOC(C(Cl)(Cl)Cl)OCO1"
2801,0,"O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O"
2833,0,"O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O"
2858,0,"N=C1NC(=O)CS1"
3051,0,"CNC=O"
3055,0,"COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1"
3061,0,"CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1"
3062,0,"CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1"
3069,0,"O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl"
3077,0,"CC1(C)NC(=N)NC(=N)N1c1ccc(Cl)c(Cl)c1"
3086,0,"CC(C)(CO)C(O)C(=O)NCCS(=O)(=O)O"
3088,0,"O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1"
3090,0,"CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1"
3091,0,"CC[N+](C)(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1"
3096,0,"CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21"
3098,0,"Oc1nc(O)c2nnoc2n1"
3110,0,"N=C1NCCS1"
3124,0,"O=Nc1ccc(O)cc1"
3140,0,"NNC(=O)C(CC(C(=O)NN)C(=O)NN)C(=O)NN"
3141,0,"O=C(O)Cc1cc(=O)[nH]n(-c2ccccc2)c1=O"
3184,0,"NC(=O)C(=O)N/N=C\c1ccc([N+](=O)[O-])o1"
3225,0,"O=S1OCCO1"
3235,0,"CCCCS(=O)(=O)O"
3255,0,"COc1ccc2c(ccc(=O)n2C)c1"
3264,0,"CC(CN1CCCCC1)SSC(C)CN1CCCCC1"
3286,0,"Cn1c(SSc2ccc(-c3cccnc3)n2C)ccc1-c1cccnc1"
3319,0,"O=C1N(CO)C2C(N1CO)N(CO)C(=O)N2CO"
3360,0,"CNC(=O)C(C)C1C(=O)/C(=C(O)\C=C/C(C)=C\C(C)C2OC3(C)OC(C=CC34CO4)C2C)C(=O)N1C1CCC(O)C(C)O1"
3389,0,"COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43"
3427,0,"NS(=O)(=O)c1cc(O)nc(O)n1"
3428,0,"CS(=O)(=O)c1cc(O)nc(O)n1"
3429,0,"CCS(=O)(=O)c1cc(O)nc(O)n1"
3430,0,"O=S(=O)(Cc1ccccc1)c1cc(O)nc(O)n1"
3469,0,"Cc1oc(C)c2c1C(=O)c1ccccc1C2=O"
3590,0,"Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O"
3598,0,"CCOC(=O)Nc1ccc(C(=O)/C=C\c2ccc(N(CC)CC)cc2)cc1"
3609,0,"CC1NC(C)SC(C)S1"
3627,0,"N#CNC(=N)NC(=O)/C=C\C=C/c1ccc(Cl)cc1"
3690,0,"O=C(O)/C=C\C(=O)NNC(=O)/C=C\C(=O)O"
3691,0,"CC1C(=O)N2C(=O)C(C)C(C)C(=O)N2C(=O)C1C"
3695,0,"O=C(O)CCC(=O)NNC(=O)CCC(=O)O"
3740,0,"Nc1ccc(-c2ccc(N)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O"
3767,0,"CCC(CS(=O)(=O)O)[N+](=O)[O-]"
3846,0,"Oc1nnc(O)c2ncccc12"
3851,0,"Clc1nc(Cl)nc(Nc2ccccc2Cl)n1"
3852,0,"O=Nc1ccc(O)c2ncccc12"
3865,1,"Oc1ccc(Cl)cc1C(c1cc(Cl)ccc1O)C(Cl)(Cl)Cl"
3875,0,"CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO"
3904,0,"Oc1c(Cl)cc(Cl)c2cccnc12"
3927,0,"CC(=O)Nc1c2sscc-2n(C)c1=O"
3951,0,"O=C(Oc1cccc2cccnc12)c1ccccc1"
4114,0,"S=C(S)N1CCOCC1"
4140,0,"O=c1ccc2cc(Cl)ccc2o1"
4236,0,"CN(C)c1ccc(/C=C\c2ccnc3ccccc23)cc1"
4238,0,"CN(C)c1ccc(/C=C\c2ccc3ccccc3[n+]2C)cc1"
4239,0,"CN(C)c1ccc(/C=C\c2cc[n+](C)c3ccccc23)cc1"
4265,0,"c1cnc2c(c1)ccc1cccnc12"
4280,0,"Cc1ccc2ccc3ccc(C)nc3c2n1"
4305,0,"O=C1OC(=O)C2C1C(c1ccccc1)N1C3C(=O)OC(=O)C3C(c3ccccc3)N21"
4318,0,"CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)O)cc1"
4323,0,"COc1ccc(/C=C\C(=O)O)cc1OC"
4367,0,"Cc1ccc(S(=O)(=O)Nc2cccc3c(O)ncnc23)cc1"
4375,0,"CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12"
4416,0,"c1ccc(C2=NC3(CCCCC3)N=C2c2ccccc2)cc1"
4419,0,"CSc1nc(N)nc(N)n1"
4429,0,"Nc1nc(N)nc(-c2ccccc2-c2nc(N)nc(N)n2)n1"
4438,0,"N=C(N)Nc1nnn[nH]1"
4462,0,"O=C1N(Cl)C2(c3ccccc3)N(Cl)C(=O)N(Cl)C2(c2ccccc2)N1Cl"
4479,0,"Nc1nc(N)nc(SCCOCCSc2nc(N)nc(N)n2)n1"
4516,0,"O=c1c2ccccc2oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c12"
4559,0,"CC12CCC(C(=O)OC1=O)C2(C)C"
4560,0,"C[Si](C)(CCC(=O)O)O[Si](C)(C)CCC(=O)O"
4589,0,"COc1ccc(C2c3cc(OC)c(OC)cc3CC3C(=O)OCC32)cc1OC"
4595,0,"O=S(=O)(O)C(Br)(Br)Br"
4599,0,"O=C(O)c1ccc(S(=O)(=O)O)o1"
4646,0,"OCC(S)CS"
4647,0,"O=C(O)C(O)(O)C(O)(O)C(=O)O"
4726,0,"CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21"
4728,0,"N=c1[nH]ncs1"
4737,0,"CN1CSC(=S)N(C)C1"
4744,0,"CCCCC(CC)COS(=O)(=O)O"
4745,0,"O=C1CSC(=O)N1c1ccccc1"
4760,0,"O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1/N=N\c1ccc(S(=O)(=O)O)cc1"
4767,0,"CN(C)C(=S)SC(=S)N(C)C"
4771,0,"O=Nc1ccc(N=O)cc1"
4798,0,"O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12"
4823,0,"S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1"
4851,0,"CC(C)S(=O)(=O)O"
4857,0,"CCN(CC)C(=S)S"
4867,0,"O=C1NS(=O)(=O)c2ccccc21"
4896,0,"O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21"
4910,0,"OCC1OC(n2cnc3c(Cl)ncnc32)C(O)C1O"
4935,0,"Cc1nc(N)c2cnn(C)c2n1"
4946,0,"Cc1n[nH]c2c(N(C)C)ncnc12"
4971,0,"Cc1cc(O)cc(C)c1Cl"
5011,0,"CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1"
5034,0,"O=Nc1ccc2ccccc2c1O"
5038,0,"c1ccc(N2N=C3N(c4ccccc4)C2N3c2ccccc2)cc1"
5042,0,"CN(C)c1ccc(/C=C2\SC(=S)NC2=O)cc1"
5105,0,"CC(C)c1cccc(C(C)C)c1O"
5111,0,"CCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O"
5112,0,"O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12"
5157,0,"Cc1c(O)ccc2c(O)c(NC(=O)c3ccc4c(c3)CCC(C)(C)O4)c(=O)oc12"
5226,0,"CCO[Si](C)(OCC)OCC"
5239,0,"CCCCOC(=S)SSC(=S)OCCCC"
5268,0,"O=c1c2ccccc2c2ccc3c4ccc5c(=O)c6ccccc6c6ccc(c7ccc1c2c73)c4c56"
5302,0,"Cc1cc(=O)oc2cc(O)cc(O)c12"
5366,0,"COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C"
5467,0,"CCCC(C)SP(=S)(SC(C)CCC)SC(C)CCC"
5495,0,"CCN(CC)CCCC(C)Nc1cc(-c2ccccc2)nc2ccc(OC)cc12"
5547,0,"CCCCCCCCCCCCCCCCCCN(C)C"
5548,0,"CC1OC(OC2C(COc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OOC(CO)C2O)C(O)C(O)C1O"
5553,0,"O=Nc1ccc(O)cc1O"
5638,0,"CCCCCCOP(OCCCCCC)OCCCCCC"
5640,0,"C/C(=N/N=C(/C)C1CC(CC(=O)O)C1(C)C)C1CC(CC(=O)O)C1(C)C"
5648,0,"CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1"
5654,0,"CCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O"
5729,0,"C1CCc2nnnn2CC1"
5731,0,"O=C1NS(=O)(=O)c2ccccc21"
5768,0,"O=[N+]([O-])c1ccc(S(=O)(=O)NN2CCOCC2)cc1"
5769,0,"O=[N+]([O-])c1ccc(S(=O)(=O)N/N=C\c2ccco2)cc1"
5770,0,"O=[N+]([O-])c1ccc(S(=O)(=O)NN=C2CCCCC2)cc1"
5771,0,"CC(=O)Nc1ccc(S(=O)(=O)N/N=C\c2ccco2)cc1"
5774,0,"CC(/C=C\c1ccccc1)=N/NS(=O)(=O)c1ccc([N+](=O)[O-])cc1"
5820,0,"CC1CCCN1c1ccnc2cc(Cl)ccc12"
5866,0,"CN(C)C(=O)N1CC[N+](C)([O-])CC1"
5870,0,"Cc1ccc2oc(=O)ccc2c1"
5884,0,"COc1cc(C)cc2c1OC(c1ccccc1)CC2=O"
5889,0,"CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C"
5890,0,"CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C"
5900,0,"C=C1C(=O)OC(CCCCCCCCCCCCC)C1C(=O)O"
5947,0,"CC(CCC(C)C(=O)O)C(=O)O"
6016,0,"CC1CCCC2(C1)OCC(O)CO2"
6068,0,"O=c1c2cc3c(=O)n(O)c(=O)c3cc2c(=O)n1O"
6091,0,"Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1"
6129,0,"C/C(=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1"
6136,0,"CCCCC(CC)CO[Si](OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC"
6196,1,"Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c(OC3OC(CO)C(O)C(O)C3O)c(O)c(O)c1C2=O"
6244,0,"CC1=C/C(=C(\c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O"
6292,0,"O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1"
6303,0,"O=C(O)c1cc(I)cc(I)c1O"
6365,0,"NC(CO)(CO)CO"
6386,0,"C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O"
6396,0,"S=P(N1CC1)(N1CC1)N1CC1"
6440,0,"CC(CCN1CCN(CCC(C)CC(C)(C)C)S1(=O)=O)CC(C)(C)C"
6470,0,"O=C1NCCN1/N=C\c1ccc([N+](=O)[O-])o1"
6517,0,"CCCSP(SCCC)SCCC"
6519,0,"CCCCOP(=S)(OCCCC)OCCCC"
6738,0,"COP(=O)(OC)OC=C(Cl)Cl"
6745,0,"O=C1CSC(=O)N1"
6746,0,"S=C1SCCS1"
6836,0,"OCC1(CO)CCCC(CO)(CO)C1O"
6846,0,"CCCCCCC(=O)C(O)C(O)C(=O)CCCCCCCC(=O)O"
7212,0,"O=C1c2ccccc2C(=O)c2c1ccc(O)c2O"
7214,0,"CCOc1ccc(/N=N\c2ccc(N)cc2N)cc1"
7224,0,"Cc1cc(C2(c3ccc(O)c(C)c3)OS(=O)(=O)c3ccccc32)ccc1O"
7226,0,"O=C1c2ccccc2C(=O)c2c(Nc3cccc4c3C(=O)c3ccccc3C4=O)cccc21"
7296,0,"O=S(=O)(O)O"
7308,0,"CC[N+]12CN3CN(CN(C3)C1)C2"
7333,0,"O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O"
7340,0,"O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O"
7348,0,"OCCCN(CCO)CCN(CCCO)CCCO"
7364,0,"Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1"
7519,0,"COc1c2c(cc3c1OCO3)C13C=CC(OC)CC1N(CC3)C2"
7520,0,"CC1=C2C(=O)C3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C"
7521,0,"CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O"
7522,0,"COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O"
7525,0,"CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O"
7528,0,"Cc1cc(O)n2cnnc2n1"
7571,0,"Nc1c2ccccc2nc2ccccc12"
7576,0,"O=C1C2=C(C(=O)c3ccccc31)C(O)(S(=O)(=O)O)C(O)(S(=O)(=O)O)C1N=CC=CC21"
7592,0,"CC(=O)C1C(=O)OC2C3C=CC(C3)C2C1=O"
7598,0,"CC(C)(O)S(=O)(=O)O"
7636,0,"CC(=O)Nc1ccccc1"
7760,0,"C[n+]1ccccc1/C=N\O"
7778,0,"COc1ccc(C(=O)c2ccccc2)c(O)c1"
7779,0,"CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)O"
7783,0,"CCCCCCCCCCCCCOC(=O)CC(C(=O)OCCCCCCCCCCCCC)S(=O)(=O)O"
7796,0,"O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)O)c(O)c2O"
7805,0,"O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C=C1"
7817,0,"Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br"
7818,0,"O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21"
7819,1,"Cc1c(C2(c3cc(C(C)C)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(C(C)C)c(O)c1Br"
7828,0,"O=S1(=O)OC(c2ccc(O)c(Cl)c2)(c2ccc(O)c(Cl)c2)c2ccccc21"
7887,0,"N=C(N)NN"
7914,0,"N=C(N)NCCCC(N)C(=O)O"
7967,0,"CN(C)P(=O)(N(C)C)N(C)C"
8120,0,"O=C1C=C2C(=CCOC2O)O1"
8125,0,"O=C(O)/C=C\CCCCCCCCC(=O)O"
8128,0,"CC(=O)C(C)(CCC(=O)O)CCC(=O)O"
8145,0,"N#CNC(=N)NC#N"
8151,0,"N#CN(CS(=O)(=O)O)C(=N)N"
8156,0,"N=c1nc2[nH][nH]c(=N)n2c(=N)[nH]1"
8337,0,"CC(C)(C)CC(C)(C)SSc1n[nH]c(=S)s1"
8338,0,"CC(CN(C)C)Sc1nnc(SC(C)CN(C)C)s1"
8395,0,"C=Cc1ccc(CC)cn1"
8512,0,"O=C(O)c1cc(O)ccc1O"
8538,0,"Oc1ccccc1C1SC(c2ccccc2O)SC(c2ccccc2O)S1"
8540,0,"O=S(=O)(O)C(C(I)I)S(=O)(=O)O"
8541,0,"O=S(=O)(O)CS(=O)(=O)O"
8625,0,"O=C1C=C(O)C(=O)c2ccccc21"
8646,0,"O=C1/C(=C2/Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21"
8661,0,"Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21"
8662,0,"Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2"
8667,0,"CC[n+]1c2c(nc3c4c(c(N)cc31)=CCC=C4)C=C(C)CC=2"
8673,0,"Cc1cc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc([N+](C)(C)C)cc2)ccc1N(C)C"
8675,0,"CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1"
8722,0,"O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1"
8774,0,"O=c1ccc2ccccc2o1"
8929,0,"CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C"
8938,0,"CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1"
8944,0,"CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1"
8957,0,"C=CS(=O)(=O)O"
8960,0,"CCC(CS(=O)(=O)O)[N+](=O)[O-]"
9010,0,"Ic1nc(-c2ccccc2)[nH]c1I"
9076,0,"CC1(C)SSC(C)(C)SS1"
9100,0,"CCCC(C(=O)OCC(C)N1CCCC1(C)C)C1CCCC1"
9146,0,"O=C(OCCN1CCCC12CCCCC2)C(c1ccccc1)C1CCCC1"
9150,0,"CC(=O)C1CCC2C1(C)CC1OC13C21C=CC2(CC(O)CCC23C)C2C(=O)OC(=O)C21"
9152,0,"CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O"
9155,0,"C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCC12CCCCC2"
9168,2,"COC1C(OC(=O)/C=C\C=C/C=C\C=C/C(=O)O)CCC2(CO2)C1C1(C)OC1CC=C(C)C"
9169,0,"CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12"
9219,0,"O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12"
9220,0,"CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O"
9221,0,"CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O"
9222,1,"CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O"
9291,0,"CN(C)c1ccc2nc3c(ccc4ccccc43)[o+]c2c1"
9326,0,"CCN(CC)CCCOP(=O)(OCCCN(CC)CC)OCCCN(CC)CC"
9346,0,"Oc1nnc(O)c2c1[nH]c(=S)n2-c1ccccc1"
9408,0,"Cc1cc(=O)oc2cc(O)ccc12"
9432,0,"Cc1ncc2c(n1)NC(=O)NC2"
9498,0,"O=C(O)CCCCCCCCCCCC(=O)O"
9600,0,"O=S(=O)(O)c1ccc(NN(c2c(O)ccc3ccccc23)S(=O)(=O)O)cc1"
9607,0,"Cc1cc(O)ccc1C1(c2ccc(O)cc2C)OS(=O)(=O)c2ccccc21"
9619,0,"CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(S(=O)(=O)O)cc2)cc1"
9665,0,"COC1C(O)CCC2(CO2)C1C1(C)OC1CC=C(C)C"
9691,0,"COc1ccc2c(c1)CCCN2CCCCCCCCCCN(CCC(C)C)CCC(C)C"
9703,0,"CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO"
9704,0,"CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C"
9706,0,"C1CN1c1nc(N2CC2)nc(N2CC2)n1"
9746,0,"CC(=O)C1CCC2C1(C)CC=C1C23C=CC2(CC(O)CCC12C)C(C(=O)O)C3C(=O)O"
9896,0,"CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O"
9989,0,"CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O"
10006,0,"Oc1nnc(O)c2[nH]cnc12"
