Compound Id	FragmentComplexity
13872667	70.03
14840	871.0
13851383	200.01
59607	29.03
10054	149.01
6967	268.0
12814	214.02
14349	751.01
7026	226.01
7765	139.02
10053	149.01
6165	259.01
69736	200.02
8574	751.01
6170	195.02
8909	520.0
733	139.03
60839	44.03
21997	428.02
15117	233.04
13835861	226.02
13835772	200.01
14608	200.02
13835579	473.02
10328	113.02
13839416	385.02
69525	214.03
6164	259.01
10988	169.02
21106481	51.02
18801	428.02
61810	51.02
737	44.03
5050	29.03
4418329	154.04
773	61.02
2070	70.03
3596	44.03
11795	247.02
13220	61.04
10775	259.0
10755	442.0
16689	358.0
11055	442.0
7619	442.0
10737	259.0
69505	428.0
11056	358.01
7385	369.0
14752	657.0
7475	305.02
7761	305.02
10777	195.01
63026	319.0
7626	358.01
17558	712.0
12924	195.0
7515	305.02
10776	259.0
55090	226.01
21106526	214.02
7027	51.02
8490	154.02
14679	399.0
12809	751.0
13864773	233.03
7387	328.01
11998	183.01
11763	183.01
6119	4.03
21170543	289.01
8141	166.01
12810	914.01
21106016	154.03
6341	139.02
13860641	328.01
10364	140.0
21106583	674.03
9614	102.01
16268	694.01
7514	385.01
13875281	169.01
15846	586.01
11170	80.02
8157	183.04
11087	102.01
7391	289.01
13875320	169.01
13619	1046.0
7465	127.03
6248	358.01
55085	154.02
29036	4.03
15480	851.01
5889	154.01
8552	305.02
55110	412.03
21106133	139.01
13860775	252.02
7882	914.01
13838404	4.03
8576	979.01
11909	166.01
11875	504.02
19231	233.03
7678	319.01
11530	139.02
361265	457.03
62737	604.02
447	217.02
15443	344.01
66464	319.01
6728	289.01
971	127.01
62577	39.03
66754	127.03
10301338	29.03
12640	114.02
21069	102.02
10008	127.02
177126	114.04
21111768	127.02
87514	127.03
10989	113.02
2016737	305.03
7225	88.02
8524	70.03
1013221	102.03
11107	305.03
21349	22.04
2005898	91.03
8537	102.02
5978	80.03
1477	247.03
11694	305.03
6332	44.03
2005963	79.05
7690	102.03
7683	102.02
13835293	282.02
61707	166.02
2005897	102.02
12225	114.02
66578	91.05
11244	139.03
1414905	79.04
60308	102.04
26072	520.0
12444	358.0
17801	358.0
10759	569.0
15794	358.0
11064	569.0
11370	569.0
18604	520.0
6149	4.04
66568	428.0
6156	236.01
7334	810.01
10420	412.02
13400	569.0
7419	486.0
25609	871.0
10571	214.02
14729	428.0
7621	282.01
21111805	252.01
10534	183.0
70705	604.0
14753	810.0
12807	871.0
7627	214.02
11410	289.0
21111882	252.01
21132380	233.01
13839109	328.03
13471	486.0
7672	282.01
7641	268.0
7689	79.02
7676	102.01
21106169	34.04
13863629	79.02
11062	520.0
13248	851.01
6042	29.03
8335	486.0
7673	102.01
13860692	233.01
10001	214.02
7881	851.01
11655	394.01
11783	79.02
11765	169.01
13856579	140.03
28777	200.02
7802	504.01
67360	731.01
13860335	200.01
11210	473.01
7890	1237.0
11077	233.01
7803	412.02
7229	169.02
13842613	233.01
13835895	439.04
7883	790.01
630	91.02
9349	140.02
11862	305.02
21106134	252.01
13876621	169.02
13881329	184.02
9917	70.02
21105871	200.01
1031	51.03
7521	268.0
7235	200.02
6726	252.01
1071	694.03
11063	428.01
287294	169.02
60121	310.02
59438	385.02
12150	29.04
12144	214.02
61553	184.02
7611	70.03
14991	200.02
59556	385.02
13835151	233.01
9350	113.02
13844	214.02
96573	385.02
11066	70.03
62628	639.02
9357	34.03
66996	58.03
14609	200.02
10432	113.02
1479	200.02
7610	51.03
11708	88.02
10467	247.02
8882	385.02
7651	169.03
764	140.02
653	183.03
392	169.02
24633	169.04
9611	51.04
5705	169.03
11757	358.0
69826	657.0
13450	712.0
7747	305.02
11603	369.0
7628	154.02
7694	535.02
7065	305.02
13837280	5.03
16383	369.02
8568	535.02
7794	657.01
24634	428.0
21105900	328.01
8514	328.02
14205	184.01
11660	369.0
19110	979.0
15432	184.01
11741	604.01
21896	1046.0
13875230	169.01
6406	154.02
13840690	169.01
11041	344.01
17474	39.03
13875392	169.01
7891	1093.0
12067	305.02
13402	712.0
16486	305.02
6252	102.05
6135	24.03
10236	369.0
9228	88.02
5730	4.04
8160	214.0
13673	515.01
13875180	88.02
7013	70.03
7224	113.01
11180	358.01
12221	1024.01
7392	252.02
7903	1288.01
63871	328.02
11882	1444.0
21106525	328.01
13851576	169.01
7893	957.01
7894	957.01
19108	1213.01
13869480	252.02
924	328.01
13840647	328.01
13875160	169.01
6409	268.03
6654	140.02
11057	183.02
6630	328.01
62314	252.01
59426	328.01
370	535.02
7007	70.03
17221	504.02
14890	114.02
7901	1288.01
78543	268.01
13875258	169.01
7241	88.02
13849	140.02
9563	217.02
15708	639.02
13875432	113.02
21111781	234.02
14436	851.01
13875219	113.02
7795	457.03
21106513	51.03
28982	289.01
18685	790.02
13839174	289.01
78	88.02
13860491	328.01
62877	184.02
13868660	88.02
8665	217.02
13869414	252.02
11021	289.01
7519	140.02
13842573	113.02
11242	34.03
333	217.02
7480	305.02
13869339	140.02
62226	214.03
13839151	289.01
59439	113.02
7236	305.02
11038	88.02
6991	289.02
16257	140.03
13646	289.02
11350	217.02
7634	79.03
9849	88.03
10955	102.03
6983	217.02
10251740	88.03
6652	88.03
1131173	127.03
9546	169.04
7632	127.03
1013196	70.03
23718	358.0
11179	358.0
10795	569.0
10445	569.0
10742	569.0
7657	412.02
6338	61.03
8659	486.04
7248	289.0
8531	486.0
11818	385.0
61026	4.04
10428	674.02
10253	486.0
11911	19.04
11790	674.02
13040	486.0
7509	674.02
13473	486.0
12829	486.0
21242799	252.01
13451	871.0
14888	486.0
6176	282.01
8013	58.04
13032	486.0
21106562	252.01
7448	486.0
21168731	88.02
13875381	252.01
61200	184.01
7879	351.04
11607	184.01
13839308	184.01
7129	289.0
16887	486.0
8579	1213.01
7900	1213.01
7744	233.02
11879	351.02
6628	217.02
21106155	351.02
21111850	252.01
11883	1667.0
7866	674.02
13881571	184.02
9360	113.02
14787	328.03
12451	385.0
13856009	184.02
13848467	310.02
8138	234.02
9326	113.02
13644	184.02
6677	394.01
70682	535.02
72625	184.02
7132	217.01
13835630	486.04
12060	394.01
66344	252.01
6990	217.02
21105859	310.02
6985	217.02
66551	731.01
8098	234.01
74169	217.02
191427	271.02
21106167	184.01
7135	369.02
11091	169.03
6277	369.01
207215	153.03
7915	1499.01
6177	214.02
13861	97.02
21168837	88.02
15526	200.03
13033	234.03
67466	544.02
7388	184.02
14165	184.02
10649	113.04
13866817	88.02
7635	39.03
14163	184.02
21111896	234.02
4642	166.02
11500	140.02
25942	351.02
21105878	310.02
5704	351.04
8911	1164.0
25757	65.03
65689	184.02
13836283	200.02
16011	184.02
6253	127.03
24133	234.03
16237	65.03
60497	124.03
11651	310.02
7518	88.02
21106018	184.02
60662	44.04
73531	290.02
63882	169.03
12823	184.02
34095	957.02
56234	217.01
63307	184.02
87265	124.02
21844	217.02
12821	124.02
11181	154.03
521915	65.03
22006	217.02
12822	153.02
13868640	88.02
63180	234.03
9964	310.02
8852	199.02
10471	58.03
16931	310.02
13837582	200.02
13837760	140.02
5975	183.02
4878	140.02
12478	124.02
123	153.02
11022	310.02
8528	169.03
11080	169.02
68939	97.02
68309	169.04
63658	169.02
14346	153.03
68282	166.04
5408	351.02
5596	169.02
11489	234.02
62546	169.04
1017	124.04
13421	712.0
26065	712.0
21998	473.0
26066	712.0
7581	473.0
17976	712.0
26068	712.0
7580	473.0
15532	351.01
9478	412.01
13231	1365.01
21106102	184.04
63017	619.02
9903	328.0
73565	657.01
7511	829.02
21106174	328.01
7659	369.0
6977	369.0
13865426	252.03
6794	566.01
20521	1365.0
5931	252.05
21106522	252.01
21111905	153.02
6883	234.02
13622	1499.0
13869451	140.02
11073	88.02
9328	124.03
6143	4.04
21111798	72.03
7908	744.05
13870160	331.01
12061	271.01
11930	305.03
21105937	234.02
21171406	88.02
17428	39.03
61765	234.02
6974	113.02
31931	153.02
11511	153.02
13438	305.02
15431	184.01
11517	88.03
13837686	113.02
13854818	331.01
10935	88.02
21106578	328.01
11885	1906.0
37466	58.04
67735	957.01
17383	252.03
60103	271.02
7871	957.01
23643	1339.01
13869434	328.01
12972	957.01
11432	331.01
26091	199.03
13860633	140.02
81759	419.02
6881	310.01
7961	34.04
13839123	289.01
21168833	271.02
29080	183.03
7437	153.02
9910	217.02
21111816	140.02
8873	153.02
6951	184.01
13875441	113.02
2863	829.02
13626	127.04
6788	374.0
11485	234.03
19037	289.03
11433	331.01
477171	515.03
7917	1726.01
72054	419.02
21111785	199.03
17163	199.02
69446	234.02
13254	102.02
10790335	127.03
21106019	124.02
8319	331.01
63447	268.02
126037	166.02
20151	234.03
21159424	234.03
6774	331.03
10857	97.03
69896	184.04
21112332	199.02
61802	153.02
13839110	289.01
2005824	829.03
9564	217.02
6988	97.03
6633	97.03
24729	199.02
100	217.02
26031	102.05
13839128	289.01
75563	102.03
10181341	234.02
6160	34.04
11460	271.02
15420	331.03
60129	234.03
4962	217.02
9908	289.02
96816	184.02
11663	97.02
72534	252.02
12173	34.04
8876	271.0
8070	234.02
13839080	217.02
6790	331.01
11662	97.02
56139	331.03
880	271.02
5242	58.04
10250	88.03
4963	199.03
10254	271.02
589165	234.03
12480	252.03
1013337	58.04
3635	199.04
20732	113.03
61354	252.03
60191	184.03
352	153.03
9612	79.04
6191	7.06
14830	214.03
18688	412.02
13038	486.0
11919	712.01
7507	674.02
7183	486.0
10355	486.0
7088	486.0
6287	515.05
13850405	331.02
21106521	124.02
6342	19.04
13861934	5.04
17481	810.0
6998	271.04
3973	65.05
60340	768.02
8097	439.0
13857694	88.02
73564	153.03
13875377	88.02
13837988	88.02
10239201	7.05
6780	234.01
12230	88.02
13848808	251.03
13063	493.0
9844	486.0
24142	1726.0
6949	252.0
13861158	65.03
16377	290.03
7916	1639.01
21105936	310.02
13875212	88.02
62402	290.03
21171515	252.01
61797	374.02
67462	544.02
21105889	331.02
10540	2161.0
13848341	271.04
21153	1140.01
29031	1554.01
25119	652.01
13858096	290.03
11650	199.02
14507	106.03
75479	217.02
10648	166.03
7888	1000.02
1072	1339.04
21106470	199.02
211145	166.02
60136	217.02
15310	166.03
61428	199.02
11556	394.01
21168838	234.02
81705	394.01
12465	200.02
21105848	251.03
21109330	385.02
13837787	135.04
4209	184.03
9327	124.03
11891	1969.01
21111804	444.03
8855	199.02
25968	166.02
13013	169.02
65745	153.02
10333	153.02
21111842	153.02
21394	351.01
13864445	72.03
70868	44.04
14390	351.01
221355	124.02
62582	310.02
7185	394.01
124526	290.02
62368	310.02
28973	544.02
16094	65.03
26799	184.02
21111774	544.02
61036	22.05
6852	397.01
62581	234.02
6999	486.0
17687	153.04
65682	184.02
10831	493.0
13860434	251.03
72056	1339.02
7143	351.02
70511	214.03
16095	65.03
61585	199.03
32002	166.02
11413	124.02
72416	113.04
10892	251.03
11185	569.0
59433	135.02
10004	200.02
8867	184.02
21105795	153.02
1668	124.03
97850	310.04
10298354	374.02
21105699	309.02
4489	88.02
11673	166.02
238	153.02
2241	184.02
7951	331.03
911	153.03
13262	217.02
993	124.03
6995	153.03
21125563	234.02
6674	135.03
69983	153.03
8066	153.03
2015070	271.03
62423	351.04
58489	1262.04
1078	113.04
70865	252.04
11477	290.03
11672	106.02
913	124.03
3268	72.05
10796	473.0
26070	712.0
12199	28.06
387	114.03
7073	535.02
15468	619.0
13439	712.0
7670	639.01
21105987	444.02
6656	179.04
13885245	444.02
13837281	5.04
7876	1815.01
13882337	153.02
21106517	153.02
11412	153.02
26801	619.0
21159680	351.01
9078	251.01
83703	712.0
13876103	444.02
59482	544.01
6657	515.01
12044	520.0
21105867	515.01
11889	1969.0
21106014	124.02
21106112	397.03
21111819	124.02
21108245	397.03
67835	214.03
17019	2228.01
60586	352.03
21111817	124.02
21171496	72.03
11892	2432.0
10800462	7.05
10771160	868.02
61434	419.02
21105932	515.01
69057	25.04
16685	374.03
6862	520.01
63909	486.02
11510	97.03
85185	97.03
21865	97.02
6479	271.01
64147	493.02
21106008	352.03
8140	97.03
3756	1187.02
62236	674.03
20548	309.03
12818	97.02
15622	106.03
71784	97.04
13869655	124.03
18707	97.03
4611	444.02
11778	124.03
69628	124.03
13873600	310.02
15440	97.02
9900	290.03
68896	72.03
10772050	7.05
65	97.03
15317	106.03
6954	310.01
13667	466.01
11970	331.01
60848	1815.0
13860817	124.03
12229	102.02
12675	397.0
11083	97.03
10881	290.02
97904	289.02
6481	106.03
13875161	351.01
6621	199.02
11327	352.02
1847	251.02
14836	1213.01
8154	352.03
11509	124.03
13869661	374.03
63459	310.01
65701	199.02
10322	251.03
71655	124.03
62466	271.02
6739	290.01
6480	310.01
723	184.04
21106518	271.02
64111	166.03
7189	234.02
11417	290.02
7140	234.02
67879	199.03
11263	184.04
21106017	271.02
10895	290.02
8341	290.01
63931	290.02
7589	369.02
13835557	153.03
6943	166.03
62682	179.02
7797	124.05
29129	88.04
62532	199.03
3708	166.04
8438	166.03
64644	166.03
58563	199.03
62485	271.02
7190	234.02
68568	234.03
953	199.03
6787	179.03
132	166.03
571424	331.04
58968	72.05
9128	199.04
11588	135.03
452568	871.0
7090	135.03
21171506	351.03
10245	486.0
13865630	493.04
11246	44.05
7430	1524.0
13448	871.0
21111758	331.02
12831	199.02
14942	2064.0
6735	251.01
62359	419.01
21108549	54.04
7847	1390.02
12674	709.0
62938	659.0
20140	419.01
10273	374.01
15644	199.02
11824	493.04
61196	106.03
21723	2228.0
66365	166.02
62618	493.04
73658	1262.04
7921	2129.01
13867055	65.04
11304	659.0
13835126	199.02
69792	28.05
21111776	166.02
13881395	72.03
78722	290.03
21170125	72.03
33137	166.02
11145	2719.0
6574	547.01
73537	290.03
14309	72.03
7175	331.02
13859497	214.03
14956	166.03
1306	779.03
13835344	331.02
13258	169.02
17720	1187.02
33621	166.03
66385	214.02
11507	72.03
12013	1390.02
6023	199.02
7186	199.02
776	217.01
21111723	444.03
62471	214.03
10303	199.02
14348	2503.01
258907	290.04
10894	251.01
21159611	520.03
14918	166.03
12690	1069.01
61763	309.02
19669	397.01
60464	469.03
60093	420.03
7662	72.03
53706	251.03
11332993	374.02
21106121	842.02
13868642	234.02
6828	397.0
70309	397.02
13867714	309.02
10248	394.01
79453	251.03
12669	352.02
59562	234.02
6878	234.02
7199	374.02
21112367	135.02
39404	166.03
9454	214.03
9218	251.03
11781	271.04
17347	234.03
11638	290.03
7740	639.02
217532	331.02
70512	179.03
12244	394.01
60032	234.02
62536	268.02
72274	135.03
6950	153.03
18107	251.03
11971	135.03
8998	166.04
1928	544.04
10977	251.03
91446	135.02
11585	290.03
11589	331.02
62484	214.03
63310	234.04
11776	72.03
23422	25.05
10380	290.04
7176	251.03
8382	199.03
88942	290.03
638258	290.04
13036	166.03
6724	251.03
11289	331.02
11626	290.03
13846959	166.04
10396	331.03
10243171	374.02
124	251.03
191	271.04
9225	251.03
81061	166.03
10972	135.03
11369	79.04
11773	106.02
10297844	331.03
6482	251.03
11576	331.02
10256859	290.03
73183	397.02
68122	290.03
5593	184.02
11587	166.03
608157	166.03
68837	251.03
5878	179.04
10181338	251.03
13257	169.02
62884	166.03
75095	251.03
1446	179.04
20160	290.04
62307	352.02
2005830	97.05
6079	135.03
10980	135.03
13866746	34.05
61190	115.04
31082	619.0
58333	290.02
6942	135.03
7301	1213.01
21112244	351.01
63002	309.04
12045	520.0
15603	469.01
7300	469.01
8187	106.03
15410	628.0
67145	805.01
63057	566.01
7925	2503.0
21111810	124.03
62633	2295.0
7302	420.01
11372	65.04
67268	79.03
16913	2794.01
67803	573.03
11573	214.03
11895	3022.0
21278	290.02
21159579	544.02
6585	268.01
65704	444.02
6957	331.02
55242	1785.01
11353	124.03
124512	394.01
61790	106.03
21106584	331.01
10966	515.01
13669	214.03
21106577	106.03
73763	352.03
59691	290.02
12047	520.0
21108577	352.03
6748	469.01
21105998	515.01
510851	49.05
10621	352.03
60092	352.03
62483	290.02
11003	469.01
6835	469.01
72918	805.01
15016	2907.01
12259	619.0
63503	352.01
10539	1609.02
11354	97.03
11488	271.01
62656	309.02
21111840	106.03
13029	79.04
66663	214.02
13839012	420.01
7928	2794.01
60259	352.03
5966	309.01
73125	79.03
32882	106.03
11450	268.01
12586	1418.02
13668	331.01
77230	1554.02
7001	79.04
31264	135.03
14948	352.03
62390	352.03
12830	106.03
14690	309.02
60900	373.01
2972	184.04
11009	251.03
11584	214.03
8381	234.03
58331	214.02
13854242	397.03
10897	290.02
72141	352.04
3637837	251.02
63495	352.03
73626	352.03
72466	214.02
13846663	515.01
72148	352.03
68265	199.04
73512	290.05
61199	229.04
62698	1696.02
15093	214.03
376	374.04
15244	234.02
10298355	234.03
11484	271.02
21106900	352.03
1583	234.03
50	135.05
8127	352.03
67229	214.03
13846749	352.03
61279	166.03
15663	268.04
9574	135.03
9547	135.03
284794	234.02
5622	397.03
9965	352.03
7805	290.05
6175	7.05
7279	444.03
11628	352.03
63512	352.03
121262	444.02
13476	251.02
222	199.03
6032	124.05
63328	268.04
6658	290.04
331	166.03
6675	135.03
14560	199.04
20861	214.04
7399	251.03
7141	199.03
79400	234.03
6246	217.04
10411	251.03
15753	493.02
11563	135.03
62357	251.02
7142	166.03
8155	268.04
68899	179.03
21185	214.03
11591	179.03
12055	268.04
61257	10.07
6270	868.05
7170	768.0
452969	871.0
452968	871.0
7116	115.04
6179	7.05
72051	659.0
13835108	779.04
11424	659.0
4436353	397.04
6296	486.01
15494	373.01
9425	106.03
14530	2719.0
21159425	469.03
20124	214.02
15488	373.01
21171393	466.01
29024	1844.02
64152	469.03
7926	2683.01
77127	72.05
83365	86.05
8277	373.01
62583	268.02
21106529	179.03
7929	3341.0
11434	214.02
62453	290.04
61418	290.02
1346	685.01
63533	547.01
60462	628.02
63208	469.03
12697	547.01
1688	1360.01
60937	214.03
68404	494.02
21106540	54.04
70085	229.04
10237273	519.02
14340	331.02
7114	731.01
68709	547.01
21106585	652.02
55806	135.04
2973	397.07
13249	1844.02
7364	659.0
6855	420.01
13272	331.02
6898	352.02
66847	466.01
15886	573.02
12840	444.01
38364	72.03
14559	268.03
12861	443.02
6620	146.04
1615	88.05
63956	229.03
27488	72.03
61381	397.02
71213	268.04
71964	251.03
15435	469.03
13848793	214.02
10446934	113.03
61542	234.02
6906	520.03
6864	547.02
15489	373.01
13490	520.02
61594	547.02
23083	520.03
70988	469.03
78578	199.02
11449	547.01
14413	547.01
6478	444.0
15418	234.04
54970	124.04
61599	179.03
6907	469.03
25276	166.03
21170959	179.03
6222	597.03
11446	602.0
7174	179.03
63319	115.04
8333	373.04
79481	574.02
60631	106.04
61749	268.03
1278	394.02
91500	115.04
8861	394.02
28829	352.05
8282	309.02
11624	251.03
15517	268.03
18799	124.04
68816	115.04
11399	331.02
4590	520.03
62467	166.03
8071	135.03
62328	166.03
1675	373.04
10025	493.04
84565	229.04
11476	251.03
13048	251.04
29091	394.02
62795	290.02
71934	547.02
7092	199.04
6707	251.03
531832	721.02
434	135.03
66572	309.03
70021	166.03
24438	229.04
6824	309.02
14869	309.04
72291	135.04
9929	331.02
5584	251.03
6854	373.04
61739	309.02
66716	115.04
2632	146.04
655	374.02
34195	268.03
8055	352.02
8111	494.0
84452	309.02
5027	469.06
5237	302.04
13846015	9.07
7069	466.03
67479	1086.03
13882366	135.03
7098	146.04
2656	790.01
61311	157.04
21105876	690.01
7097	179.04
10287	547.0
21159574	544.01
22012	106.03
29023	2095.02
66369	814.0
7091	135.04
13835351	205.04
71995	718.02
83338	1664.01
17879	3101.0
20971	9.05
21112533	86.05
76852	443.02
61383	744.01
16951	192.04
11897	3676.0
9571	214.04
7325	86.04
12691	443.02
11373	65.04
61273	146.04
10407	690.01
70450	268.02
10425	2295.01
10609	285.02
2388	659.03
70652	602.03
21159598	494.04
6716	493.02
9961	443.0
14582	744.01
960	2095.02
11898	3424.01
11421	179.03
21106172	79.04
6575	690.01
6916	602.03
71926	268.02
73945	597.01
9089	373.01
10289059	8.05
6825	309.02
11961	106.04
19862	373.03
15092	214.03
12524	631.0
12667	444.02
21168862	106.04
71672	443.02
70048	331.04
7311	420.03
62914	229.03
8807	352.0
15105	443.04
21111772	106.04
16208	214.03
6872	494.04
2915	373.01
8099	179.03
67953	234.02
62933	443.02
60263	602.04
19739	374.04
59146	251.05
60357	331.05
2179	628.04
25604	214.02
14585	373.01
19331	494.04
69970	9.05
15998	547.0
10363	444.02
72174	214.04
61561	229.05
63211	494.04
21106171	106.04
6823	397.03
532	268.04
6552	146.03
6033	290.04
2923	79.03
65785	602.03
454393	214.04
73131	192.04
5142	251.05
13846658	420.01
18708	146.04
10256	268.04
9075	146.04
65715	179.03
11580	179.03
6705	328.04
12114	9.04
15308	124.08
68579	179.04
15088	146.03
4444774	229.03
6928	229.04
6550	179.03
11595	397.03
616466	199.03
1103	153.04
19099	115.05
29090	1577.05
21168888	93.05
7100	768.0
6655	115.04
12941	31.07
4445872	1903.02
13837329	394.04
62501	659.0
7138	124.03
11437	659.0
6781	214.04
7914	1998.02
66675	569.02
21169500	179.03
7889	2362.02
205386	1753.02
21733	352.02
12515	602.0
21170956	494.02
62372	251.04
11899	4027.0
5374	271.04
67895	205.04
29002	124.04
21168556	469.03
8836	443.01
16109	652.01
61759	394.04
21106571	54.04
7103	544.02
60596	328.02
8862	394.02
10033	2362.02
14414	574.01
11969	394.04
66759	544.0
66460	443.04
6770	547.01
6901	466.02
7119	214.04
61388	135.04
8662	721.02
21111849	494.02
63350	466.03
68350	179.03
70962	628.01
21106124	494.02
12291	328.02
59892	229.02
12696	443.02
19526	146.04
21159439	547.01
8434	494.02
7121	115.05
6757	115.04
70660	444.05
62756	124.06
16096	31.05
6834	373.01
4775	690.04
16644	168.03
7427	721.02
3581	331.02
970	494.0
6840	494.01
13493	443.02
3915	328.02
8860	443.01
11013	229.04
6592	469.0
11447	659.0
5004	779.04
5820	166.03
21106163	54.04
12274	229.03
5899	519.03
60188	179.05
78873	146.04
11475	229.04
6235	217.05
10801689	115.04
10582	394.01
11398	115.04
745600	229.04
9413	115.04
6586	328.02
64143	597.02
328957	115.04
13699	547.02
11974	54.04
17097	115.04
6856	328.02
13693	373.04
21106365	443.02
5606	115.04
12275	352.02
18	179.04
67788	373.02
5612	115.04
10986	268.03
12236	97.05
61560	268.04
61352	65.05
6845	443.02
8182	192.04
21171396	100.06
11472	602.03
24499	574.02
61101	124.04
21106146	199.03
6768	494.01
60012	86.04
7284	394.02
13856885	106.04
19816	814.0
6386	469.04
68220	601.02
28952	602.03
8058	489.03
6771	394.02
21159597	494.04
2991	443.01
12017	4394.0
67790	285.02
72806	494.06
7120	115.05
13863774	199.03
74935	373.03
12307	779.01
62631	2869.01
16896	544.03
10235	444.02
69150	443.01
6746	752.01
23472	659.03
5091	2645.02
13090	443.02
24905	394.02
12100	4118.01
7118	115.05
7355	631.02
7296	690.02
10664	135.04
123905	214.04
454604	93.05
61717	443.04
9886	690.01
955	135.04
7145	166.04
12864	466.02
8793	574.0
1118	493.02
65703	373.03
63555	721.06
453633	93.05
6601	443.02
2980	199.05
165975	328.03
453910	93.05
512092	373.03
2372	849.04
9779	444.02
16612	466.03
66916	494.01
61264	115.04
11614	574.02
71166	597.01
8470	420.04
2169	602.06
11982	106.04
200562	214.02
