	"Activity"	"Structure_Name"	"set"	"Min_dist"	"Avg_dist"	"order"	"S_sCH3"	"S_ssCH2"	"S_aaCH"	"S_sssCH"	"S_dssC"	"S_aasC"	"S_ssNH"	"S_sssN"	"S_ddsN"	"S_dO"	"S_ssO"	"N_sssCH"	"N_dssC"	"N_aasC"	"IC"	"BIC"	"Rotlbonds"	"Hbond_acceptor"	"Hbond_donor"	"AlogP98"	"Fh2o"	"JX"	"Kappa-2"	"Kappa-3"	"PHI"	"CHI-0"	"CHI-3_P"	"CHI-3_C"	"CHI-V-1"	"CHI-V-3_P"	"CHI-V-3_C"	"Dipole-mag"	"RadOfGyration"	"Jurs-SASA"	"Jurs-PPSA-1"	"Jurs-PNSA-1"	"Jurs-PPSA-2"	"Jurs-PNSA-2"	"Jurs-PPSA-3"	"Jurs-PNSA-3"	"Jurs-FPSA-1"	"Jurs-FPSA-3"	"Jurs-WPSA-1"	"Jurs-WPSA-3"	"Jurs-RPCG"	"Jurs-RNCG"	"Jurs-RPCS"	"Jurs-RNCS"	"Jurs-TASA"	"Jurs-RPSA"	"Shadow-XY"	"Shadow-XZ"	"Shadow-YZ"	"Shadow-XYfrac"	"Shadow-XZfrac"	"Shadow-YZfrac"	"Shadow-nu"	"Shadow-Xlength"	"Shadow-Ylength"	"Shadow-Zlength"	"Density"	"PMI-mag"	"PMI-X"
"1-20"	8.09691047668457	"1-20"	1	999.9	999.9	11	1.562391638755798	7.081788063049316	15.72720241546631	0.581825852394104	-0.3603427410125732	2.951217651367188	0	1.410026788711548	0	25.24362182617188	5.181643486022949	1	2	4	3.440759181976318	0.6509928703308105	6	3	1	2.470905542373657	-13.90259265899658	1.24939239025116	9.871281623840332	5.023781299591064	5.551577091217041	19.50986099243164	10.60841369628906	1.609645128250122	10.07173919677734	6.048037052154541	0.8814749717712402	21.23608920489555	5.519148651107096	662.8855268851199	475.8312599039999	187.0542669811199	1269.83634892263	-312.1317467447101	30.16724269760253	-30.17543894825044	0.7178181459775074	0.04550897775571831	315.4216554298735	19.99742857027154	0.09784960303685869	0.2093680460142244	0.685364063698135	4.396864213902576	554.0525759999999	0.1641806110875929	103.5871768089118	88.3464671820871	45.62211733907741	0.5930415263748597	0.6209315375982043	0.7185185185185186	2.750954583666253	19.78401555246792	8.828896937563073	7.191691084227703	1.075780118574138	2397.924548018424	171.3414272093579
"1-24"	7.958607196807861	"1-24"	1	999.9	999.9	12	0	7.031657695770264	15.71718502044678	0.5751690864562988	-0.4354845285415649	2.604150772094727	0	1.379193425178528	0	25.10971260070801	0	1	2	4	3.365636587142944	0.6413267850875854	5	2	3	1.740705013275146	-19.95171737670898	1.256925106048584	9.212018013000488	4.609418392181396	4.94492769241333	18.80275344848633	10.24752521514893	1.616251707077026	9.754023551940918	5.901446342468262	0.8870981335639954	21.08349565641846	5.148160188772689	638.0324750553599	461.511344448	176.52113060736	1277.552611090724	-312.1234837155118	33.88956419539245	-27.38565794648646	0.7233351945102108	0.05311573551558166	294.4592253642842	21.62264252213375	0.09505475996543826	0.2251244118430403	0.6657882560772728	3.151283477335883	541.8081271679998	0.1508141852481897	101.0045899201355	84.56106057240227	43.38311728079458	0.6433265925176946	0.6452294685990339	0.7067183462532299	2.557615273292991	18.30820311747266	8.575587528304542	7.158310051026717	1.072629084353134	2060.072459443205	157.6881664998525
"1-29"	5.958607196807861	"1-29"	1	999.9	999.9	13	0	8.101454734802246	18.65752029418945	0.7434201836585999	0.1483688354492188	3.298482179641724	0	1.894378542900085	0	12.61527252197266	0	1	1	3	3.272769927978516	0.628236711025238	5	1	1	2.03310489654541	-9.970735549926758	1.224664092063904	9.467455863952637	5.093425750732422	5.164695739746094	17.76937484741211	9.598479270935059	1.27423882484436	9.751157760620117	5.773575782775879	0.7911847233772278	16.62212946940664	5.119743793023775	624.9522676319999	465.4403550719999	159.51191256	1057.311813700318	-202.841345200021	28.42514003255676	-14.48807517240841	0.7447614468791274	0.0454836977234472	290.8780053496895	17.76435572110349	0.1135261948664882	0.2476974585209586	0.6580692325145269	0.2708797014534953	584.6494980479999	0.06448935650191462	99.36492481496032	86.91506995662579	42.10315681571704	0.6288965858485898	0.6689969604863222	0.720265780730897	2.702912544330309	18.73921813481735	8.43145263364362	6.932972424181893	1.033592358046252	2008.278533549015	130.9163014954937
"1-31A"	6	"1-31a"	1	999.9	999.9	14	0	10.21935749053955	18.9142951965332	0.7773090600967407	0.2351744174957275	3.574975490570068	0	2.074934244155884	0	12.66652297973633	0	1	1	3	3.113473415374756	0.6022279858589172	5	1	1	2.419105768203735	-9.126181602478027	1.211350083351135	9.467455863952637	5.093425750732422	5.35172176361084	17.76937484741211	9.598479270935059	1.27423882484436	10.04073238372803	6.102536201477051	0.8304297924041748	16.9253039360644	5.094167891109478	639.4555545100797	489.5090323199998	149.94652219008	1122.992777032976	-194.0488896157607	28.35040740022423	-14.12713402456524	0.7655090785708137	0.04433522736688864	313.019269699878	18.12882548469705	0.1105542541555078	0.2614155795722856	0.5073332459045128	0.1143526858493649	600.8910673919997	0.06030831516918524	95.51269369458593	91.73359850295172	42.20660447175477	0.6096757852077	0.6894208037825059	0.7109788359788359	2.638994017728004	18.738776259639	8.360281894732665	7.10072707014767	1.020785730722243	2012.085590242294	132.4159214090755
"1-31B"	7.769550800323486	"1-31b"	1	999.9	999.9	15	0	9.712830543518066	19.2035026550293	0.7773090600967407	0.3017022609710693	3.985484600067139	0	2.074934244155884	0	12.40680408477783	0	1	1	3	3.118923664093018	0.6032822132110596	5	1	1	2.132705926895142	-9.066179275512695	1.208696126937866	9.467455863952637	5.299200057983398	5.35172176361084	17.76937484741211	9.454710960388184	1.348074674606323	9.997838973999023	6.090466499328613	0.8792292475700378	16.9730324174037	5.061072921816135	638.0507214681596	483.4442363519998	154.60648511616	1123.2172097667	-204.6007414971499	28.1594949580344	-15.6757633410759	0.7576893498993167	0.04413363077662413	308.461943794017	17.96718607415285	0.09903932615439191	0.2554629646092902	0.6394091468587221	0.1117487954846079	595.5774908159998	0.06656716969840386	101.7495657754417	81.40389435352934	46.74318349126504	0.6002314814814815	0.653968253968254	0.7148809523809524	2.592562489286194	17.9642410635191	9.436369110633326	6.929144866423324	1.021100787680501	1940.194595522844	181.7076772465391
"1-35"	6.096909999847412	"1-35"	1	999.9	999.9	16	0	9.000505447387695	18.76082420349121	0.7634201645851135	0.2039244174957275	3.390287637710571	0	2.019378662109375	0	12.64652252197266	0	1	1	3	3.113473415374756	0.6022279858589172	5	1	3	0.4454071521759033	-18.36985969543457	1.205807328224182	9.467455863952637	5.093425750732422	5.207503318786621	17.76937484741211	9.598479270935059	1.27423882484436	9.884101867675781	5.926490783691406	0.8117010593414307	7.816879573127743	5.084970836161197	633.9063328012799	489.7872524159999	144.11908038528	1555.302989475623	-169.40714741182	37.2260158732213	-13.79073588345747	0.7726492496952871	0.05872478936867018	310.4792410318412	23.59780720699595	0.08186810255266022	0.2615321549612493	0.3559192625825845	0.1144036801659765	559.2910055039999	0.1177071807557896	95.78742470112296	90.82218904227365	42.04097359924249	0.6118258287976249	0.6843971631205674	0.7021963824289406	2.614968807082136	18.62838215031706	8.404377498586275	7.123749277569082	1.031804118536392	2013.989978476074	134.6249194939732
"1-37"	8.376750946044922	"1-37"	1	999.9	999.9	17	0	7.088167190551758	17.83897590637207	0.5854572057723999	-0.4793270826339722	2.584254264831543	2.824515342712402	1.366600751876831	0	24.90138244628906	0	1	2	3	3.306020259857178	0.6299668550491333	5	2	2	2.395503759384155	-13.39804649353027	1.241251468658447	9.666865348815918	5.135802268981934	5.20624303817749	18.63961791992188	9.989987373352051	1.479357004165649	9.79868221282959	5.759560108184814	0.8134335875511169	18.82832925478039	5.115282760193638	629.83607081472	450.7776282239999	179.0584425907199	1217.914781831854	-304.723154935556	31.94035588423452	-22.79875408394721	0.7157062751914156	0.05071217315787949	283.9160101717827	20.11718825055009	0.121515001362554	0.1801868137547853	0.9391698398147997	0.9458432190404974	546.4604597759999	0.1323766848266884	99.69155742886939	85.7539762515197	41.86609477340366	0.6293913904007917	0.6551418439716312	0.7047803617571059	2.66642225228208	18.68202403325463	8.478395205381371	7.006401186933336	1.07491928468879	2038.004330780763	144.6651605870319
"1-3A"	7.455932140350342	"1-3a"	1	999.9	999.9	18	0	7.877392292022705	30.5098876953125	0.6938048005104065	0.09160959720611572	3.163546323776245	0	1.956878662109375	0	13.19509124755859	0	1	1	3	2.855261564254761	0.526192843914032	8	1	1	3.921005964279175	-13.51803684234619	1.321727275848389	12.29637622833252	6.99768590927124	6.937369823455811	20.59780502319336	10.59006309509277	1.274238586425781	11.08857345581055	6.203939914703369	0.7813214063644409	19.12129092848781	5.134637032367764	701.0886646579198	507.9178030079999	193.17086164992	1286.577306682471	-296.1391091481876	30.54467491006928	-16.6581317087262	0.7244701399584412	0.04356749217300904	356.095414266863	21.41452534511074	0.1017547575511236	0.2011478346125528	0.07372932221184672	0	666.3974486399998	0.0494819239943735	109.5572967724383	92.45430903674658	52.06192294325189	0.5865384615384616	0.6306998939554613	0.6327392120075047	2.270122830877443	18.24218592892787	10.23924499061897	8.035770435327914	1.027836987979422	2184.301622624488	260.358284243743
"1-3B"	6.229147911071777	"1-3b"	1	999.9	999.9	19	1.638858318328857	7.750314712524414	28.19877433776855	0.6707437634468079	0.04721426963806152	3.829721212387085	0	1.93552565574646	0	13.35390377044678	5.240062236785889	1	1	4	3.155639171600342	0.5746037364006042	9	2	1	3.904606580734253	-17.18257904052734	1.330105304718018	13.18525505065918	7.497845649719238	7.700641632080078	22.17515563964844	11.40899562835693	1.478363037109375	11.6116304397583	6.520169734954834	0.8493627905845642	24.58077235846723	5.444237779946438	737.4132613478399	542.8870782719998	194.52618307584	1495.152989077383	-341.2139655146597	31.95036832565179	-22.39839940327739	0.7362046585380276	0.04332762916041553	400.3321309321554	23.56062530828361	0.09358935834069711	0.1991885151554963	0.02260428282918174	4.311141188770669	681.901370304	0.07527921445618657	118.8793343608758	98.01950173766818	54.72782321877965	0.6157142857142858	0.6013119533527697	0.6576190476190477	2.320028627551742	19.4470172122175	9.928282725001488	8.382231573038547	1.042920393761562	2652.303704543462	293.5242269782213
"1-3C"	7.74472713470459	"1-3c"	1	999.9	999.9	20	0	7.490864753723145	26.31778717041016	0.6312533617019653	-0.07098305225372314	2.486122608184814	0	1.84368884563446	0	13.18394184112549	0	1	1	4	3.114855527877808	0.5705457329750061	8	1	1	4.126505851745605	-13.44530296325684	1.327973008155823	12.45925903320312	7.239150524139404	7.105283260345459	21.46804809570312	11.00074672698975	1.56291389465332	11.18824005126953	6.274372577667236	0.8443154692649841	22.33206751288328	5.141523452340858	705.3938027135998	482.5165847039999	222.8772180096	1254.60129210886	-356.6304127249483	29.41300584371877	-24.34365079593739	0.6840385935456094	0.04169728417030179	340.3642085567333	20.74775204133811	0.09913101775478717	0.192715555101883	0.04788547762698883	0	625.2520391039998	0.1136127979878762	112.0431553487768	94.00066609152464	53.49646159775619	0.5807692307692308	0.6082156611039795	0.6374296435272045	2.29873511671951	18.84868824669958	10.23530055870309	8.199591205444435	1.062744931956347	2470.507972756684	274.581002665927
"1-3D"	8.267605781555176	"1-3d"	1	999.9	999.9	21	0	7.294161319732666	26.18239974975586	0.5975894331932068	-0.122003436088562	2.691703796386719	0	1.809887886047363	-0.4490406513214111	35.20426177978516	0	1	1	4	3.195316791534424	0.5752571225166321	8	3	1	3.815405607223511	-2.329863548278809	1.339046478271484	13.34722232818604	7.73985481262207	7.474179267883301	23.0453987121582	11.69954013824463	1.77423882484436	11.58801364898682	6.508274078369141	0.8931248188018799	35.1156249382279	5.340052692046913	739.1276274412799	474.224708496	264.9029189452799	1528.993721821557	-589.1961822027697	31.42775671401629	-52.07008797922346	0.6416005719305559	0.0425200676408393	350.512583664681	23.22912325583262	0.1770603450084786	0.1934738284731616	0.7358000521678627	8.291990567736867	613.5290958719999	0.1699280704796252	120.0916878259746	98.15201947937604	55.88994467013901	0.5925063094544749	0.5717246143218973	0.6447788417692658	2.338282973797519	20.03570867999985	10.1161500116955	8.568556032147209	1.078575147824209	2953.094832527725	299.0821923468492
"1-3F"	5.026872158050537	"1-3f"	1	999.9	999.9	22	0	14.06629180908203	21.23026466369629	0.9777888655662537	0.3685539960861206	2.527308464050293	0	2.110304594039917	0	13.3485164642334	0	2	1	2	3.098068714141846	0.5821327567100525	8	1	1	4.383103370666504	-11.0080099105835	1.284756541252136	12.29637622833252	6.99768590927124	7.577552795410156	20.59780502319336	10.59006309509277	1.274238586425781	12.03306198120117	7.158492565155029	0.8493867516517639	19.76711031196213	4.926675735057515	708.66325829376	561.8570643839998	146.80619390976	1404.575467837757	-220.1917315479996	28.44514275612044	-11.97708957867092	0.7928406867554787	0.0401391527262292	398.1674579417323	20.15802754818346	0.09204618768802324	0.2081434600405578	0.609899088211012	0.1820990450267802	681.790785984	0.03791994575034203	113.0904212134842	85.73718151745408	64.39494013454473	0.5034049240440021	0.6130568786775007	0.5571284125379171	1.943622535229239	16.48694462890996	13.62599367430885	8.482585651315993	1.004190350413511	1969.921192349805	397.0271763555805
"1-3G"	7.283997058868408	"1-3g"	1	999.9	999.9	23	1.666282892227173	8.086915969848633	20.81679534912109	0.7408201694488525	0.13735032081604	2.449000835418701	0	1.919841527938843	0	11.99416542053223	0	1	1	2	3.003074407577515	0.5902892351150513	7	1	1	2.256705522537231	-10.98080062866211	1.429884791374207	10.36408138275146	6.282314777374268	6.236865043640137	17.48491859436035	8.377616882324219	1.248455286026001	9.427889823913574	5.318159103393555	0.7436316013336182	18.10507695672015	4.565955231752286	621.1394057299199	470.7871069439998	150.35229878592	1063.728593421796	-189.3639683359727	26.77182853722304	-14.40019684767835	0.7579411362426178	0.04310115940199068	292.4244238325043	16.62903766791403	0.1018400880695013	0.2482572090089769	0.7093983828754551	0.1628951037162286	581.9276158079998	0.06312880741456264	96.52456084915414	74.97617278245541	51.31285228838825	0.5949367088607594	0.6565172767704414	0.6787941787941788	2.146243638383947	15.65590093624019	10.36308363534951	7.294559040849894	1.011721706909816	1498.218267410668	212.7407952065815
"1-3H"	6.08092212677002	"1-3h"	1	999.9	999.9	24	1.948115825653076	8.677257537841797	20.91019058227539	0.7411036491394043	0.2253133058547974	2.468734741210938	0	1.975397109985352	0	12.36222076416016	0	1	1	2	3.122764587402344	0.6088111400604248	8	1	1	2.923605680465698	-10.77805519104004	1.449914813041687	11.11111068725586	6.542222023010254	6.841507911682129	18.19202613830566	8.89616584777832	1.150824069976807	9.988550186157227	5.541553497314453	0.716894268989563	18.78843489822605	4.718674235212627	665.4943768703997	513.4610933759998	152.0332834944	1188.892562684212	-199.9919098709503	28.02410163542793	-14.16713052789439	0.7715483574641723	0.04211020049067285	341.7054703834551	18.64988205522186	0.09937793540347706	0.2375165755661509	0.6753634175352604	0	630.3266027519998	0.0528445849291506	92.11237848926196	80.81855048221291	60.73086378199871	0.5210754158122579	0.6620129870129871	0.6592105263157895	1.918810508597918	15.30517564296695	11.54992315949721	7.976387232812528	0.9964609498369875	1607.751841513472	257.3587104940218
"1-3I"	7.337242126464844	"1-3i"	1	999.9	999.9	25	3.300463676452637	7.892026901245117	18.53185081481934	0.7055382132530212	0.09295499324798584	3.136378049850464	0	1.880674839019775	0	12.15297794342041	5.299105644226074	1	1	3	3.43971061706543	0.6653308272361755	8	2	1	2.240307092666626	-14.64534187316895	1.45403254032135	11.25346279144287	6.779538154602051	7.018784046173096	19.06226921081543	9.128509521484375	1.452579498291016	9.950946807861328	5.615286827087402	0.8116729855537415	23.28716386669225	4.924088772989969	656.3534191737597	506.8923847679998	149.46103440576	1259.528267141736	-221.9203554765025	28.30368013115345	-20.18999621270162	0.7722857380800933	0.04312262160039191	332.7005498956177	18.57721722928298	0.09260466968719429	0.2352583988446102	0.6607995652458806	5.041406477545858	595.1595323519997	0.09323313482360307	104.147851089482	79.26132484550074	54.19799546977338	0.5810019518542615	0.6237962100031066	0.7042325344212137	2.32919357080418	17.20331292182028	10.4198299884886	7.385952433262403	1.028046838641047	1863.692681738142	260.4597514768699
