Name	TestTria	Potency	ISIZ	IAC	AAC	ZM1	ZM1V	ZM2	ZM2V	Qindex	SNar	HNar	GNar	Xt	Dz	Ram	Pol	LPRS	VDA	MSD	SMTI	SMTIV	GMTI	GMTIV	Xu	SPI	W	WA	RDSUM	Har	QW	TI1	TI2	HyDp	RHyDp	VAR82	ww	Rww	D_D	Wap	WhetZ	Whetm	Whetv	Whete	Whetp	J	JhetZ	Jhetm	Jhetv	Jhete	Jhetp	X0	X1	X2	X3	X4	X5	X0A	X1A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X5Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ	S0K	S1K	S2K	S3K	PHI	BLI	PW2	PW3	PW4	PW5	PJI2	CSI	ECC	AECC	DECC	MDDD	UNIP	CENT	VAR	BAC	Lop	ICR	IDE	IDM	IDDE	IDDM	IDET	IDMT	IVDE	IVDM	HVcpx	HDcpx	Uindex	Vindex	Xindex	Yindex	IC0	TIC0	SIC0	CIC0	BIC0	IC1	TIC1	SIC1	CIC1	BIC1	IC2	TIC2	SIC2	CIC2	BIC2	IC3	TIC3	SIC3	CIC3	BIC3	IC4	TIC4	SIC4	CIC4	BIC4	IC5	TIC5	SIC5	CIC5	BIC5	LP1	STN	Eig1Z	Eig1m	Eig1v	Eig1e	Eig1p	SEigZ	SEigm	SEigv	SEige	SEigp	AEigZ	AEigm	AEigv	AEige	AEigp	VEA1	VEA2	VRA1	VRA2	VED1	VED2	VRD1	VRD2	VEZ1	VEZ2	VRZ1	VRZ2	VEm1	VEm2	VRm1	VRm2	VEv1	VEv2	VRv1	VRv2	VEe1	VEe2	VRe1	VRe2	VEp1	VEp2	VRp1	VRp2	NGS	MPC03	MPC04	MPC05	MPC06	MPC07	MPC08	MPC09	MPC10	piPC03	piPC04	piPC05	piPC06	piPC07	piPC08	piPC09	piPC10	TPC	piID	PCR	PCD	CID	BID	D_Dr03	D_Dr04	D_Dr05	D_Dr06	D_Dr07	D_Dr08	D_Dr09	D_Dr10	D_Dr11	D_Dr12	T_N__N_	T_N__O_	T_N__S_	T_N__P_	T_N__F_	T_N__Cl_	T_N__Br_	T_N__I_	T_O__O_	T_O__S_	T_O__P_	T_O__F_	T_O__Cl_	T_O__Br_	T_O__I_	T_S__S_	T_S__P_	T_S__F_	T_S__Cl_	T_S__Br_	T_S__I_	T_P__P_	T_P__F_	T_P__Cl_	T_P__Br_	T_P__I_	T_F__F_	T_F__Cl_	T_F__Br_	T_F__I_	T_Cl__Cl_	T_Cl__Br_	T_Cl__I_	T_Br__Br_	T_Br__I_	T_I__I_	_OBSTAT_
3-methyl-4-nitrophenol	0	1.729	75.059	31.001	1.722	52	198	58	177	7	6.474	1.61	1.801	0.039	25.5	4	14	36.164	27.273	0.289	611	1432	513	2482	10.833	26.944	150	2.727	26.6	17.106	119	0	1.602	163.5	9.814	260	832	9.253	35.276	399	103.976	103.993	158.88	104.097	174.495	2.437	3.509	3.509	2.463	3.505	2.276	8.431	5.109	4.803	3.354	2.679	1.463	0.766	0.464	0.32	0.197	0.141	0.081	5.943	3.05	2.228	1.377	0.844	0.399	0.54	0.277	0.149	0.081	0.044	0.022	8.431	5.109	4.803	3.354	2.679	1.463	33.13	2.16	56.553	32.638	7.856	2.782	1.609	1.987	0.832	0.587	0.326	0.159	0.067	1	95	50	4.545	0.959	4.529	20	80	16	18	1.16	1.936	2.328	5.613	3.278	3.433	128.041	841.906	1.936	3.999	2.284	1.43	19.07	0.544	0.768	1.727	1.722	31.001	0.413	2.448	0.386	2.933	52.794	0.703	1.237	0.658	3.53	63.549	0.847	0.639	0.792	3.795	68.304	0.91	0.375	0.851	3.795	68.304	0.91	0.375	0.851	3.795	68.304	0.91	0.375	0.851	2.303	1.792	19.632	19.635	30.704	19.655	34.006	0.893	0.891	-3.298	0.886	-4.184	0	0	0	0	0	3.091	0.281	37.213	3.383	3.268	0.297	40.222	3.657	3.267	0.297	40.264	3.66	3.267	0.297	40.265	3.66	3.222	0.293	42.282	3.844	3.267	0.297	40.268	3.661	3.212	0.292	42.664	3.879	15	17	19	18	15	5	2	0	0	44.25	70.875	102.938	101.25	53.156	22.781	0	0	113	449	3.973	3.789	21.234	11.47	0	0	0	34.381	0	0	0	0	0	0	0	5	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01101    0    0    0
3-nitrobenzonitrile	0	0.45	58.603	26.952	1.797	50	206	55	182	6	6.762	1.692	1.849	0.034	25	3	13	36.591	28.364	0.302	635	1556	541	2870	10.985	18.682	156	2.836	26.117	16.802	126.667	0	1.86	176.5	9.614	264	865	9.401	35.814	407	106	106.011	150.813	106.114	164.55	2.33	3.386	3.385	2.527	3.382	2.351	8.268	5.236	4.445	3.344	2.309	1.782	0.752	0.476	0.317	0.209	0.136	0.094	5.52	2.884	1.919	1.186	0.689	0.404	0.502	0.262	0.137	0.074	0.041	0.021	8.268	5.236	4.445	3.344	2.309	1.782	33.671	2.226	54.998	35.642	7.393	2.914	1.604	1.959	0.786	0.561	0.322	0.151	0.082	1	101	53	4.818	0.777	4.645	21	81	18	14	1.273	1.868	2.409	5.603	3.096	3.432	132.473	874.032	1.495	4.378	2.412	1.428	19.111	0.512	0.736	1.568	1.797	26.952	0.46	2.11	0.409	2.466	36.994	0.631	1.441	0.561	3.24	48.603	0.829	0.667	0.738	3.774	56.603	0.966	0.133	0.859	3.774	56.603	0.966	0.133	0.859	3.774	56.603	0.966	0.133	0.859	2.259	1.792	19.886	19.888	28.911	19.907	31.868	0.786	0.784	-2.784	0.778	-3.589	0	0	0	0	0	3.087	0.281	39.041	3.549	3.268	0.297	39.956	3.632	3.277	0.298	39.455	3.587	3.277	0.298	39.455	3.587	3.237	0.294	41.176	3.743	3.277	0.298	39.459	3.587	3.226	0.293	41.581	3.78	14	16	17	19	13	9	2	0	0	47.25	73.125	119.813	116.438	121.5	45.563	0	0	112	579.438	5.174	5.271	21.406	11.447	0	0	0	34.705	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01101    0    0    0
3-phenyl-nitrobenzene	0	1.569	110.039	36.49	1.52	74	226	84	222	10	10.633	1.915	2.032	0.005	32.5	4	20	58.214	49.333	0.275	1592	3038	1548	5224	15.079	18.52	370	3.524	42.74	25.464	282	15.808	2.501	509.5	14.806	694	3107	10.339	60.244	1664	246.857	246.872	308.276	247.011	327.143	1.854	2.765	2.765	2.326	2.763	2.223	10.673	7.271	6.329	5.015	3.906	3.186	0.712	0.454	0.301	0.193	0.126	0.084	7.96	4.571	3.173	2.164	1.43	0.953	0.531	0.286	0.151	0.083	0.046	0.025	10.673	7.271	6.329	5.015	3.906	3.186	45.524	2.749	94.253	47.194	9.564	4.031	2.089	2.57	0.857	0.568	0.324	0.167	0.094	1	196	95	6.333	1.022	7.689	35	215	30	6	0.909	2.206	2.803	6.508	3.057	3.882	294.287	2407.972	1.338	4.881	2.758	1.532	23.531	0.342	0.511	1.008	1.52	36.49	0.332	3.065	0.303	2.041	48.98	0.445	2.544	0.406	2.698	64.755	0.588	1.887	0.537	3.689	88.529	0.805	0.896	0.734	4.054	97.284	0.884	0.531	0.807	4.168	100.039	0.909	0.417	0.83	2.332	3.584	33.912	33.914	43.703	33.934	46.964	0.643	0.642	-2.345	0.637	-2.989	0	0	0	0	0	3.591	0.239	70.03	4.669	3.821	0.255	66.583	4.439	3.825	0.255	66.27	4.418	3.825	0.255	66.271	4.418	3.775	0.252	69.056	4.604	3.824	0.255	66.276	4.418	3.758	0.251	69.794	4.653	21	26	31	38	33	34	28	24	18	81	145.125	263.25	326.531	501.188	615.094	768.867	845.754	298	4667.529	15.663	49.269	30.313	15.359	0	0	0	91.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01101    0    0    0
4-6-trichloro-1-2-dinitrobenzene	0	2.42	64	34.49	2.156	68	277.21	78	246.222	9	7.978	1.556	1.768	0.019	33.667	6	21	51.28	39.714	0.248	1092	2582.321	928	4601.865	13.594	124.868	278	3.055	39.183	23.221	232	0	1.48	323.5	13.614	472	1658	14.522	59.365	730	177.367	177.027	306.884	189.02	337.647	2.752	4.213	4.219	2.65	4.006	2.442	10.878	6.43	6.283	4.226	3.8	2.637	0.777	0.459	0.314	0.176	0.123	0.082	7.95	3.966	3.113	1.894	1.424	0.695	0.568	0.283	0.156	0.079	0.046	0.022	11.878	7.008	7.062	4.772	4.698	3.129	48.731	2.355	84.334	50.75	11.012	3.98	2.258	3.131	0.85	0.595	0.339	0.192	0.1	1	126	67	4.786	0.704	6.816	28	164	22	41	1.197	1.788	2.394	6.357	2.807	3.781	217.885	1767.268	1.842	4.528	2.335	1.521	27.461	0.548	0.771	1.796	2.156	34.49	0.539	1.844	0.491	2.75	44	0.688	1.25	0.626	3.125	50	0.781	0.875	0.711	3.5	56	0.875	0.5	0.797	3.75	60	0.938	0.25	0.854	3.75	60	0.938	0.25	0.854	2.397	1.792	26.185	26.136	46.51	27.958	51.777	2.58	2.605	-4.624	1.694	-5.593	0	0	0	0	0	3.379	0.241	55.501	3.964	3.685	0.263	58.721	4.194	3.697	0.264	57.502	4.107	3.698	0.264	57.48	4.106	3.638	0.26	61.588	4.399	3.689	0.264	58.24	4.16	3.623	0.259	62.181	4.442	20	24	31	32	23	14	6	4	0	59.25	104.625	160.313	156.938	136.688	68.344	68.344	0	182	823.5	4.525	7.233	26.934	14.411	0	0	0	46.629	0	0	0	0	0	0	3	16	0	0	0	16	0	0	20	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	01101    0    0    0
4-amino-2-cresol	0	1.307	75.059	26.878	1.493	42	110	46	109	6	5.375	1.636	1.817	0.068	19.5	3	10	26.215	18.667	0.302	357	664	291	902	8.654	11.269	84	2.333	19.533	13.401	62.667	0	1.06	80	7.567	162	481	5.636	20.895	243	60.857	60.863	75.138	60.89	78.356	2.346	3.299	3.298	2.8	3.297	2.71	6.853	4.198	3.873	2.86	1.817	1.332	0.761	0.466	0.323	0.22	0.14	0.095	5.257	2.75	2.046	1.221	0.679	0.363	0.584	0.306	0.17	0.094	0.052	0.026	6.853	4.198	3.873	2.86	1.817	1.332	26.056	1.975	41.235	23.265	6.266	2.171	1.281	1.511	0.917	0.585	0.322	0.135	0.071	0.667	67	35	3.889	0.593	2.889	15	33	9	10	0.881	1.53	2.037	5.021	2.725	3.149	73.349	421.796	1.585	3.434	2.138	1.354	14.143	0.597	0.819	1.921	1.493	26.878	0.358	2.677	0.34	2.933	52.794	0.703	1.237	0.668	3.53	63.549	0.847	0.639	0.804	3.795	68.304	0.91	0.375	0.864	3.795	68.304	0.91	0.375	0.864	3.795	68.304	0.91	0.375	0.864	2.246	1.792	14.097	14.099	17.638	14.105	18.458	0.393	0.392	-1.392	0.389	-1.795	0	0	0	0	0	2.863	0.318	26.535	2.948	2.964	0.329	29.318	3.258	2.949	0.328	29.955	3.328	2.949	0.328	29.955	3.328	2.923	0.325	30.849	3.428	2.949	0.328	29.958	3.329	2.918	0.324	30.996	3.444	12	13	13	14	7	1	0	0	0	35.25	52.875	82.688	50.625	7.594	0	0	0	78	272.531	3.494	2.193	17.382	9.566	0	0	0	26	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01101    0    0    0
4-amino-2-nitrophenol	0	0.879	69.487	31.712	1.865	52	206	58	185	7	6.474	1.61	1.801	0.039	26	4	14	36.028	26.909	0.282	603	1468	505	2630	10.781	26.851	148	2.691	26.667	17.131	118.667	0	1.553	157.5	9.833	262	846	9.229	34.705	399	101.214	101.232	161.938	101.361	179.161	2.471	3.596	3.595	2.422	3.591	2.221	8.431	5.109	4.803	3.377	2.505	1.898	0.766	0.464	0.32	0.199	0.132	0.095	5.52	2.839	2.005	1.196	0.687	0.404	0.502	0.258	0.134	0.07	0.036	0.02	8.431	5.109	4.803	3.377	2.505	1.898	33.419	2.154	56.711	33.632	7.817	2.757	1.591	1.959	0.774	0.587	0.328	0.16	0.084	0.667	89	47	4.273	0.661	4.446	19	87	15	18	1.16	1.495	2.24	5.624	2.914	3.435	123.186	832.382	1.936	3.999	2.255	1.433	19.006	0.554	0.776	1.79	1.865	31.712	0.456	2.222	0.425	3.175	53.977	0.777	0.912	0.723	3.572	60.732	0.874	0.515	0.813	3.852	65.487	0.942	0.235	0.877	3.852	65.487	0.942	0.235	0.877	3.852	65.487	0.942	0.235	0.877	2.305	1.792	19.08	19.084	31.087	19.108	34.642	1.036	1.034	-3.738	1.026	-4.784	0	0	0	0	0	3.089	0.281	37.183	3.38	3.271	0.297	40.239	3.658	3.27	0.297	40.181	3.653	3.27	0.297	40.182	3.653	3.228	0.293	42.408	3.855	3.27	0.297	40.187	3.653	3.218	0.293	42.814	3.892	15	17	19	20	11	7	2	0	0	44.25	70.875	109.688	81	68.344	22.781	0	0	113	450.688	3.988	3.808	21.234	11.477	0	0	0	34.381	0	0	0	0	0	0	4	18	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01101    0    0    0
4-biphenylcarbonitrile	0	1.24	104.042	27.407	1.192	68	170	77	178	9	10.227	2	2.076	0.006	28.5	3	18	53.183	45.571	0.299	1390	2386	1363	3823	14.307	8.246	319	3.505	38.117	23.318	231.333	13.863	2.434	450	13.459	583	2496	8.395	52.554	1417	215.714	215.715	218.236	215.726	218.933	1.759	2.602	2.602	2.581	2.602	2.575	9.803	6.898	5.587	4.785	3.673	2.892	0.7	0.46	0.294	0.199	0.131	0.085	7.643	4.456	3.055	2.121	1.368	0.908	0.546	0.297	0.161	0.088	0.049	0.027	9.803	6.898	5.587	4.785	3.673	2.892	41.743	2.718	83.853	41.095	8.53	3.763	1.833	2.293	0.891	0.553	0.326	0.169	0.091	0.8	201	96	6.857	1.163	7.878	33	176	34	3	0.816	2.306	2.863	6.277	3.236	3.777	260.496	2002.215	0.863	4.872	2.82	1.504	21.427	0.332	0.502	0.951	1.192	27.407	0.263	3.332	0.237	1.752	40.293	0.387	2.772	0.349	2.555	58.758	0.565	1.969	0.509	3.447	79.287	0.762	1.076	0.686	3.828	88.042	0.846	0.696	0.762	3.828	88.042	0.846	0.696	0.762	2.307	3.584	31.976	31.976	32.365	31.978	32.474	0.143	0.143	-0.439	0.14	-0.6	0	0	0	0	0	3.487	0.249	64.841	4.632	3.683	0.263	60.132	4.295	3.683	0.263	60.102	4.293	3.683	0.263	60.102	4.293	3.681	0.263	60.224	4.302	3.683	0.263	60.103	4.293	3.681	0.263	60.256	4.304	19	24	28	34	30	30	24	20	16	81	141.75	253.125	334.125	523.969	615.094	768.867	922.641	262	4527.381	17.28	48.094	28.475	14.364	0	0	0	85.423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01101    0    0    0
4-bromo-2-6-dichlorophenol	0	1.778	48.106	25.841	1.988	48	108.277	54	107.259	7	5.781	1.579	1.783	0.056	21.417	4	13	30.765	22	0.281	456	701.981	372	764.366	9.613	20.125	110	2.444	23.283	15.422	84	0	0.962	107.5	8.8	208	634	7.095	26.524	314	63.979	63.54	90.813	77.998	88.81	2.487	4.153	4.176	3.157	3.555	3.222	7.724	4.609	4.39	3.343	2.356	1.305	0.772	0.461	0.314	0.209	0.139	0.082	7.834	3.994	3.448	2.016	1.743	0.607	0.783	0.399	0.246	0.126	0.103	0.038	9.724	5.764	5.948	4.576	4.114	1.909	42.954	2.027	49.681	28.731	8.331	3.09	1.861	2.574	1.198	0.597	0.342	0.153	0.065	0.667	76	40	4	0.4	3.6	18	40	10	17	0.861	1.371	2.063	5.35	1.895	3.301	92.854	588.526	1.522	3.543	2.136	1.399	16.45	0.597	0.818	1.963	1.988	25.841	0.537	1.713	0.497	3.085	40.106	0.834	0.615	0.771	3.085	40.106	0.834	0.615	0.771	3.085	40.106	0.834	0.615	0.771	3.085	40.106	0.834	0.615	0.771	3.085	40.106	0.834	0.615	0.771	2.307	1.792	13.307	13.219	19.122	16.256	18.8	2.373	2.421	-0.609	0.815	-0.386	0	0	0	0	0	2.98	0.298	31.09	3.109	3.123	0.312	34.766	3.477	3.131	0.313	34.19	3.419	3.132	0.313	34.147	3.415	3.09	0.309	36.201	3.62	3.111	0.311	35.398	3.54	3.088	0.309	36.07	3.607	14	16	17	16	11	2	0	0	0	41.25	64.125	92.813	75.938	15.188	0	0	0	96	337.813	3.519	2.727	19.225	10.536	0	0	0	29.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	01101    0    0    0
4-bromo-6-chloro-2-methylphenol	0	1.276	64	28.839	1.802	48	108.672	54	108.148	7	5.781	1.579	1.783	0.056	21.083	4	13	30.765	22	0.281	456	708.154	372	780.621	9.613	20.125	110	2.444	23.283	15.422	84	0	0.962	107.5	8.8	208	634	7.095	26.524	314	69.803	69.491	91.115	79.886	90.543	2.487	3.885	3.899	3.149	3.489	3.171	7.724	4.609	4.39	3.343	2.356	1.305	0.772	0.461	0.314	0.209	0.139	0.082	7.7	3.927	3.376	1.965	1.665	0.597	0.77	0.393	0.241	0.123	0.098	0.037	9.224	5.475	5.578	4.196	3.583	1.821	39.779	2.027	49.681	30.306	8.049	2.906	1.726	2.339	1.178	0.597	0.342	0.153	0.065	0.667	76	40	4	0.4	3.6	18	40	10	17	0.861	1.371	2.063	5.35	1.895	3.301	92.854	588.526	1.522	3.543	2.136	1.399	16.45	0.597	0.818	1.963	1.802	28.839	0.451	2.198	0.424	3.149	50.39	0.787	0.851	0.741	3.578	57.245	0.894	0.422	0.842	3.703	59.245	0.926	0.297	0.872	3.703	59.245	0.926	0.297	0.872	3.703	59.245	0.926	0.297	0.872	2.307	1.792	14.569	14.508	19.185	16.662	19.154	1.726	1.76	-0.642	0.605	-0.579	0	0	0	0	0	2.98	0.298	31.09	3.109	3.123	0.312	34.766	3.477	3.119	0.312	34.741	3.474	3.12	0.312	34.715	3.472	3.09	0.309	36.218	3.622	3.108	0.311	35.532	3.553	3.087	0.309	36.168	3.617	14	16	17	16	11	2	0	0	0	41.25	64.125	92.813	75.938	15.188	0	0	0	96	337.813	3.519	2.727	19.225	10.536	0	0	0	29.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	01101    0    0    0
4-chloro-2-isopropyl-5-methylphenol	0	1.854	116.096	34.771	1.391	58	119.605	66	125.111	8	6.879	1.565	1.774	0.032	25.333	5	17	41.056	31.167	0.273	750	1099.383	630	1233.667	11.749	50.03	187	2.833	30.7	19.184	149.167	0	1.56	208.5	11.098	319	1035	10.803	42.667	494	142.132	141.984	162.115	146.959	163.02	2.551	3.416	3.419	3.07	3.322	3.059	9.301	5.52	5.311	3.946	2.817	1.974	0.775	0.46	0.312	0.197	0.128	0.082	8.313	4.389	3.722	2.337	1.316	0.883	0.693	0.366	0.219	0.117	0.06	0.037	9.801	5.808	5.682	4.348	3.021	2.334	36.871	2.211	65.776	31.676	9.555	3.46	2.003	2.755	1.097	0.599	0.346	0.16	0.082	1	108	57	4.75	0.792	5.528	23	98	16	27	1.124	1.855	2.37	5.881	2.689	3.559	156.407	1099.759	1.555	3.804	2.348	1.464	21.739	0.545	0.77	1.741	1.391	34.771	0.3	3.253	0.289	2.573	64.322	0.554	2.071	0.535	3.343	83.567	0.72	1.301	0.695	3.753	93.832	0.808	0.891	0.781	3.753	93.832	0.808	0.891	0.781	3.753	93.832	0.808	0.891	0.781	2.347	1.792	24.89	24.867	28.433	25.686	28.665	0.897	0.911	-0.92	0.458	-1.002	0	0	0	0	0	3.203	0.267	42.402	3.534	3.413	0.284	46.117	3.843	3.395	0.283	46.895	3.908	3.395	0.283	46.888	3.907	3.383	0.282	47.902	3.992	3.395	0.283	47.142	3.928	3.381	0.282	47.946	3.996	17	20	22	24	18	8	2	0	0	47.25	73.875	117.563	104.625	55.688	15.188	0	0	135	469.688	3.479	3.774	23.077	12.449	0	0	0	38.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01101    0    0    0
4-chloro-2-methylphenol	0	0.701	64	24.697	1.544	42	101.605	46	100.111	6	5.375	1.636	1.817	0.068	19.333	3	10	26.215	18.667	0.302	357	602.272	291	719.778	8.654	11.269	84	2.333	19.533	13.401	62.667	0	1.06	80	7.567	162	481	5.636	20.895	243	56.824	56.715	71.357	60.334	72.015	2.346	3.481	3.486	2.918	3.321	2.901	6.853	4.198	3.873	2.86	1.817	1.332	0.761	0.466	0.323	0.22	0.14	0.095	5.813	3.029	2.367	1.394	0.846	0.448	0.646	0.337	0.197	0.107	0.065	0.032	7.353	4.487	4.281	3.123	2.086	1.579	28.943	1.975	41.235	24.946	6.586	2.375	1.436	1.738	1.01	0.585	0.322	0.135	0.071	0.667	67	35	3.889	0.593	2.889	15	33	9	10	0.881	1.53	2.037	5.021	2.725	3.149	73.349	421.796	1.585	3.434	2.138	1.354	14.143	0.597	0.819	1.921	1.544	24.697	0.386	2.456	0.363	2.733	43.735	0.683	1.267	0.643	3.406	54.49	0.851	0.594	0.802	3.703	59.245	0.926	0.297	0.872	3.703	59.245	0.926	0.297	0.872	3.703	59.245	0.926	0.297	0.872	2.246	1.792	13.144	13.119	16.72	13.97	16.934	0.897	0.911	-0.92	0.458	-1.002	0	0	0	0	0	2.863	0.318	26.535	2.948	2.964	0.329	29.318	3.258	2.957	0.329	29.612	3.29	2.957	0.329	29.602	3.289	2.928	0.325	30.632	3.404	2.95	0.328	29.913	3.324	2.926	0.325	30.643	3.405	12	13	13	14	7	1	0	0	0	35.25	52.875	82.688	50.625	7.594	0	0	0	78	272.531	3.494	2.193	17.382	9.566	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01101    0    0    0
4-chlorobenzonitrile	0	0	48.106	20.454	1.573	40	109.605	43	105.111	5	5.663	1.742	1.876	0.059	18.833	2	9	26.799	20	0.331	381	703.827	319	947.778	8.909	8	90	2.5	19.067	13.108	68	0	1.544	93.5	7.374	162	487	5.838	22.124	247	59.109	58.996	65.569	62.614	64.725	2.18	3.271	3.276	3.025	3.131	3.055	6.69	4.326	3.534	2.713	1.737	1.374	0.743	0.481	0.321	0.226	0.145	0.098	5.391	2.862	2.055	1.225	0.65	0.456	0.599	0.318	0.187	0.102	0.054	0.033	7.19	4.614	3.942	3.001	1.904	1.609	29.483	2.056	39.746	24.996	6.125	2.52	1.446	1.715	0.954	0.552	0.308	0.136	0.078	1	77	40	4.444	0.938	3.333	16	36	12	6	1.187	1.975	2.25	4.986	2.725	3.143	81.005	448.744	1.352	3.832	2.296	1.346	14.268	0.54	0.768	1.63	1.573	20.454	0.425	2.127	0.377	2.192	28.496	0.592	1.508	0.526	2.777	36.106	0.751	0.923	0.666	3.085	40.106	0.834	0.615	0.74	3.085	40.106	0.834	0.615	0.74	3.085	40.106	0.834	0.615	0.74	2.194	1.792	13.584	13.558	15.095	14.434	14.862	0.79	0.804	-0.406	0.35	-0.407	0	0	0	0	0	2.856	0.317	28.05	3.117	2.956	0.328	29.138	3.238	2.965	0.329	28.805	3.201	2.966	0.33	28.793	3.199	2.951	0.328	29.314	3.257	2.956	0.328	29.148	3.239	2.955	0.328	29.212	3.246	11	12	12	14	8	2	0	0	0	38.25	57.375	92.813	81	45.563	0	0	0	77	360.5	4.682	3.197	17.55	9.52	0	0	0	26.324	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01101    0    0    0
4-chloronitrobenzene	0	0.43	53.303	27.793	1.985	46	165.605	50	149.111	6	6.068	1.667	1.835	0.048	22.833	3	11	31.601	24	0.316	498	1080.494	420	1636.333	9.95	14.967	120	2.667	22.6	15.023	93.333	0	1.74	131	8.531	204	628	7.786	29.314	314	76.891	76.773	120.649	80.92	131.001	2.26	3.452	3.456	2.38	3.323	2.222	7.56	4.698	4.264	3.003	1.953	1.449	0.756	0.47	0.328	0.215	0.139	0.091	5.707	2.977	2.17	1.289	0.689	0.464	0.571	0.298	0.167	0.092	0.049	0.029	8.06	4.987	4.672	3.292	2.119	1.663	33.264	2.119	47.528	28.074	7.188	2.774	1.78	1.994	0.893	0.577	0.307	0.129	0.072	1	88	46	4.6	1	4	18	60	14	11	1.185	1.971	2.344	5.306	2.446	3.296	105.49	636.675	1.846	3.916	2.329	1.389	16.643	0.525	0.751	1.597	1.985	27.793	0.521	1.822	0.476	2.522	35.303	0.662	1.286	0.605	2.807	39.303	0.737	1	0.673	3.093	43.303	0.812	0.714	0.742	3.093	43.303	0.812	0.714	0.742	3.093	43.303	0.812	0.714	0.742	2.236	1.792	15.881	15.855	25.514	16.791	27.978	1.29	1.303	-2.312	0.847	-2.796	0	0	0	0	0	2.995	0.3	31.977	3.198	3.117	0.312	34.393	3.439	3.129	0.313	33.825	3.382	3.129	0.313	33.813	3.381	3.083	0.308	35.747	3.575	3.118	0.312	34.206	3.421	3.074	0.307	36.002	3.6	13	14	14	16	12	4	0	0	0	38.25	57.375	92.813	81	45.563	0	0	0	93	363.75	3.911	3.053	19.386	10.481	0	0	0	30.514	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01101    0    0    0
