Compound Id	s
273	-0.222
274	-0.25
275	-0.057
276	-0.045
277	-0.037
278	-0.031
279	0
280	-0.206
281	-0.55
282	-0.438
283	-0.619
284	0.157
285	-0.679
286	-0.583
287	-0.074
288	0
289	-0.143
290	-0.222
291	-0.143
292	-0.143
293	-0.383
294	0
295	0
296	-0.1
297	-0.206
298	-0.074
299	0.225
300	-1
301	-0.231
302	-0.325
303	0
304	-1
305	-1
306	-0.167
307	-1
308	0
309	0
310	0
311	-1
312	0
313	-0.4
314	0
315	-1
316	-0.222
317	-0.222
318	-0.222
319	-0.611
320	-0.143
321	-1
322	0
323	-0.143
324	-0.143
325	-0.143
326	-0.1
327	-0.1
328	-0.074
329	-0.074
330	-0.057
331	-0.045
332	-0.057
333	-0.037
334	-0.031
335	-0.026
336	-0.022
337	-0.019
338	-0.017
339	-0.429
340	-0.175
341	-0.057
342	-0.037
343	-1
344	0
345	-0.206
346	-0.438
347	-0.156
348	-0.438
349	-0.438
350	-0.438
351	-1
352	-0.429
353	-0.619
354	-0.429
355	-0.325
356	-0.156
357	-0.097
358	-0.458
359	1.5
360	-0.1
361	-1
362	-0.133
363	2
364	-1
365	0.5
366	1
367	-0.222
368	0.562
369	0.667
370	0
371	-1
372	-1
373	-1
374	-0.533
375	-0.333
376	-1
377	0.333
378	1.25
379	0.5
380	-0.25
381	0
382	0
383	0
384	-1
385	-1
386	-0.533
387	-1
388	-0.333
389	-0.229
390	-0.7
391	-0.083
392	-0.067
393	-0.056
394	-0.048
395	-0.036
396	-1
397	-1
398	-0.127
399	-0.028
400	0
401	-0.743
402	-0.687
403	-0.583
404	0.012
405	-0.444
406	-0.786
407	-0.591
408	0
409	0.25
410	-0.221
411	-0.111
412	-0.399
413	0
414	-1
415	-0.25
416	-1
417	0
418	0
419	-0.067
420	-0.25
421	0.5
422	-0.067
423	-0.067
424	-0.067
425	0
426	-0.229
427	-0.231
428	-0.389
429	-0.633
430	0.4
431	0
432	-0.386
433	0.042
434	-0.64
435	-0.359
436	-0.464
437	-0.338
438	-0.32
439	-0.382
440	-0.267
441	-0.167
442	-0.68
443	-0.583
444	0.729
445	-0.145
446	-0.359
447	-0.325
448	0
449	0.25
450	-0.143
451	0
452	-0.157
453	-0.4
454	-0.037
455	-0.214
456	-0.222
457	0.667
458	-0.2
459	0.143
460	0.167
461	-0.127
462	0.167
463	-0.222
464	-0.222
465	-0.625
466	-0.591
467	-0.411
468	-0.432
469	-0.259
470	-0.238
471	-0.1
472	-0.318
473	-0.133
474	-0.144
475	-0.375
476	-0.28
477	0
478	-0.083
479	0.25
480	-0.144
481	-0.074
482	-0.167
483	-0.071
484	-0.533
485	0.125
486	0
487	0
488	-1
489	-0.533
490	0
491	0
492	0
493	0
494	1
495	-1
496	0
497	-0.619
498	-1
499	-1
500	0.333
501	-1
502	-0.796
503	-0.429
504	-0.429
505	0.446
506	0
507	-1
508	0
509	-0.4
510	-0.267
511	0
512	-0.25
513	-1
514	0
515	0
516	-1
517	0.5
518	0
519	0
520	0
521	0
522	0
523	0
524	0.333
525	0
526	0
527	0
528	0
529	0
530	0.167
531	-1
532	0
533	0
534	0.125
535	-0.026
536	-0.83
537	-0.57
538	-0.547
539	0
540	-0.619
541	0
542	-0.429
543	-0.619
544	-0.429
545	-0.444
546	0
547	0
548	-0.074
549	-0.5
550	-0.4
551	0
552	-0.01
553	-0.133
554	-1
555	-0.038
556	0
557	0
558	-1.207
559	0
560	-0.878
561	0
562	0
563	0
564	0
565	-1
566	-0.769
567	-0.715
568	-0.533
569	-1
570	-0.4
571	1.5
572	-0.222
573	0
574	-0.619
575	0
576	-0.238
577	-0.1
578	0
579	0
580	-0.222
581	-0.074
582	-0.1
583	0
584	0.25
585	0.167
586	0.25
587	-0.057
588	0
589	-0.045
590	-0.057
591	-0.4
592	-0.101
593	-0.037
594	-0.143
595	0.167
596	-1
597	-0.355
598	-0.514
599	-1
600	-0.327
601	1.965
602	-0.59
603	-0.291
604	0
605	-0.333
606	0
607	0
608	0
609	-1.258
610	0
611	-1
612	0.5
613	0.125
614	-0.357
615	-0.278
616	0
617	0.544
618	-0.25
619	-0.074
620	-0.206
621	-0.226
622	1
623	1
624	1
625	1
626	1
627	-0.325
628	-0.325
629	-0.383
630	-0.206
631	-0.206
632	-0.206
633	-0.074
634	-0.438
635	-0.55
636	-0.325
637	-0.038
638	0.225
639	1
640	-0.1
641	1
642	-0.041
643	-0.031
644	-0.025
645	-0.127
646	-0.64
647	-0.64
648	-0.135
649	1
650	-0.533
651	1
652	-0.486
653	0.029
654	-0.338
655	-0.533
656	-0.4
657	-0.267
658	-0.3
659	-0.444
660	0.2
661	-0.1
662	-0.333
663	0
664	1
665	0
666	1.5
667	1
668	1
669	1
670	1
671	0.5
672	0
673	-0.796
674	0
675	-0.222
676	-1
677	0
678	0
679	0
680	0.167
681	-0.467
682	0.111
683	-0.417
684	-0.333
685	-0.5
686	-0.325
687	-1
688	0
689	0.333
690	-0.133
691	-0.238
692	-0.333
693	-0.333
694	-0.333
695	-0.645
696	-1
697	-0.827
698	-0.873
699	-0.502
700	-0.848
701	-0.689
702	-1
703	-0.5
704	0
705	0
706	0
707	-0.417
708	-0.444
709	-0.531
710	-1.001
711	-0.822
712	-0.533
713	-0.156
714	-0.259
715	-0.015
716	-0.203
717	-0.083
718	0.778
719	-0.23
720	-0.063
721	0.143
722	-1
723	-0.4
724	0
725	0
726	0
727	0
728	0
729	0
730	-0.357
731	-1
732	-0.25
733	-0.333
734	-0.264
735	-0.551
736	2.13
737	-0.656
738	-0.125
739	0.128
740	-0.651
741	0.094
742	-0.375
743	-0.156
744	-0.146
745	0
746	-0.599
747	-0.336
748	-0.599
749	0
750	0
751	-0.152
752	-0.026
753	-0.074
754	-0.34
755	-0.12
756	1
757	1
758	1
759	1
760	1
761	0
762	0.75
763	-0.656
764	-0.333
765	1.1
766	-0.037
767	-0.067
768	0
769	0
770	0
771	-0.337
772	-0.533
773	-0.291
774	1
775	1
776	-1
777	-0.077
778	-0.099
779	-0.2
780	-0.1
781	0.25
782	-0.4
783	0
784	-0.094
785	0.167
786	-0.238
787	-0.325
788	-0.529
789	-0.533
790	-0.286
791	-0.25
792	-0.286
793	0.029
794	-0.236
795	-0.286
796	-0.514
797	-0.44
798	-0.167
799	-0.278
800	-0.111
801	0
802	-0.44
803	2
804	0
805	-0.325
806	0
807	-0.141
808	-0.161
809	-0.067
810	-0.09
811	-0.219
812	0.563
813	0.532
814	0.563
815	-0.464
816	0.446
817	-0.394
818	-0.542
819	-0.6
820	-0.486
821	-0.477
822	-0.195
823	-0.678
824	0
825	0.02
826	0.563
827	-1
828	-0.616
829	0
830	1.473
831	0.991
832	0.878
833	0
834	-1.372
835	-0.362
836	0
837	-0.4
838	-0.436
839	0
840	-0.4
841	-0.2
842	-0.4
843	0.859
844	0
845	0
846	-1.312
847	-1.286
848	-0.196
849	-0.526
850	-0.411
851	-0.394
852	-0.2
853	0.769
854	-0.1
855	-0.336
856	-0.148
857	-0.3
858	-0.229
859	-0.324
860	-0.25
861	-0.444
862	-0.333
863	-0.467
864	-0.455
865	-0.389
