Compound Id	X4
322	2
323	1
324	2
325	1
326	2
327	2
328	2
329	1
330	1
331	1
332	2
333	0
334	0
335	0
336	2
337	2
338	0
339	0
340	0
341	1
342	0
343	2
344	1
345	1
346	1
347	1
348	1
349	0
350	0
351	1
352	1
353	1
354	1
355	1
356	1
357	1
358	1
359	0
360	0
361	1
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	2
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	1
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	1
440	1
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	1
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	1
467	2
468	1
469	1
470	1
471	1
472	1
473	1
474	1
475	1
476	1
477	1
478	1
479	1
480	1
481	1
482	1
483	1
484	2
485	1
486	1
487	1
488	1
489	1
490	1
491	1
492	1
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	1
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	1
597	1
598	1
599	1
600	1
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	2
613	2
614	2
615	2
616	2
617	2
618	1
619	1
620	1
621	3
622	0
623	0
624	0
625	4
626	4
627	4
628	2
629	3
630	4
631	6
632	3
633	4
634	3
635	1
636	3
637	3
638	3
639	2
640	3
641	2
642	4
643	2
644	2
645	2
646	2
647	2
648	3
649	2
650	3
651	3
652	2
653	2
654	2
655	2
656	2
657	2
658	1
659	1
660	3
661	2
662	2
663	2
664	2
665	2
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	1
679	4
680	1
681	1
682	3
683	1
684	1
685	1
686	1
687	1
688	1
689	2
690	2
691	1
692	0
693	1
694	0
695	1
696	1
697	1
698	1
699	3
700	1
701	1
702	1
703	1
704	1
705	1
706	3
707	4
708	4
709	0
710	1
711	3
712	1
713	2
714	2
715	2
716	2
717	1
718	1
719	2
720	2
721	2
722	2
723	2
724	2
725	0
726	0
727	0
728	0
729	0
730	1
731	0
732	0
733	0
734	0
735	1
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	2
758	2
759	2
760	0
761	2
762	2
763	2
764	0
765	0
766	0
767	0
768	0
769	1
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	1
782	0
783	0
784	1
785	1
786	0
787	1
788	0
789	0
790	0
791	0
792	1
793	1
794	1
795	0
796	1
797	0
798	1
799	1
800	1
801	0
802	0
803	0
804	1
805	1
806	1
807	1
808	1
809	0
810	0
811	1
812	0
813	1
814	1
815	1
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	1
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	2
846	2
847	2
848	2
849	2
850	2
851	2
852	3
853	3
854	3
855	3
856	2
857	3
858	3
859	3
860	3
861	3
862	2
863	2
864	2
865	2
866	2
867	2
868	2
869	2
870	2
871	2
872	2
873	2
874	2
875	3
876	3
877	3
878	2
879	3
880	3
881	3
882	2
883	2
884	2
885	2
886	2
887	2
888	2
889	2
890	2
891	2
892	2
893	2
894	2
895	2
896	2
897	2
898	2
899	2
900	2
901	2
902	2
903	2
904	2
905	2
906	2
907	2
908	2
909	2
910	2
911	2
912	2
913	2
914	1
915	1
916	1
917	1
918	1
919	1
920	1
921	1
922	1
923	1
924	1
925	1
926	1
927	1
928	1
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	1
937	1
938	1
939	0
940	0
941	0
942	2
943	2
944	1
945	1
946	0
947	0
948	1
949	1
950	1
951	1
952	1
953	0
954	2
955	2
956	2
957	2
958	2
959	2
960	1
961	1
962	2
963	2
964	3
965	3
966	2
967	4
968	3
969	3
970	2
971	5
972	5
973	2
974	5
975	2
976	2
977	2
978	2
979	1
980	3
981	3
982	2
983	2
984	2
985	2
986	2
987	2
988	2
989	2
990	6
991	4
992	4
993	4
994	2
995	2
996	2
997	6
998	2
999	2
1000	1
1001	1
1002	1
1003	2
1004	3
1005	0
1006	0
1007	2
1008	2
1009	1
1010	1
1011	1
1012	1
1013	1
1014	1
1015	1
1016	1
1017	1
1018	1
1019	1
1020	1
1021	1
1022	1
1023	1
1024	1
1025	0
1026	0
1027	1
1028	1
1029	1
1030	1
1031	1
1032	1
1033	1
1034	1
1035	1
1036	1
1037	0
1038	0
1039	0
1040	0
1041	1
1042	0
1043	1
1044	2
1045	2
1046	3
1047	2
1048	2
1049	2
1050	1
1051	1
1052	1
1053	1
1054	1
1055	1
1056	2
1057	1
1058	1
1059	1
1060	1
1061	1
1062	1
1063	2
1064	1
1065	1
1066	1
1067	1
1068	0
1069	2
1070	1
1071	1
1072	1
1073	1
1074	1
1075	1
1076	1
1077	1
1078	1
1079	1
1080	1
1081	1
1082	1
1083	1
1084	1
1085	1
1086	1
1087	1
1088	1
1089	0
1090	1
1091	1
1092	1
1093	1
1094	1
1095	1
1096	1
1097	1
1098	1
1099	1
1100	1
1101	1
1102	1
1103	2
1104	1
1105	1
1106	1
1107	1
1108	1
1109	1
1110	1
1111	1
1112	1
1113	1
1114	1
1115	1
1116	1
1117	1
1118	1
1119	1
1120	1
1121	1
1122	1
1123	1
1124	1
1125	1
1126	1
1127	1
1128	1
1129	1
1130	1
1131	1
1132	1
1133	1
1134	1
1135	1
1136	1
1137	0
1138	1
1139	1
1140	1
1141	0
1142	0
1143	0
1144	0
1145	0
1146	0
1147	0
1148	0
1149	0
1150	0
1151	0
1152	0
1153	0
1154	0
1155	0
1156	0
1157	0
1158	0
1159	0
